Cycle ID,Cycle Period,Cycle Name,Project Number,Operation Name,Execution Agency,Team Leader,Operation Type,Lending Instrument,Borrower,Operation Number,Sector,Operation Stage,Country Name,PMR Required,Related Operations,Objective,Impact Category,Risk Rating,Safeguard Performance Rationale,Safeguard Performance,Is Reformulated,Reformulation Date
38,March Cycle,Second period Jan-Dec 2021 (38),PN-L1115,Integrated Health Service Networks Strengthening Program,"MINISTERIO DE SALUD, MINISTERIO DE SALUD","SANCHEZ-MONIN, EMMANUELLE",Loan Operation,Investment Loan,REPUBLICA DE PANAMA,3615/OC-PN,HEALTH-PRIMARY HEALTH CARE,Disbursing (From eligibility until all the Operations are closed),Panama,0,PN-L1115,The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.,B,Substantial,"El programa PN-L1115 (y el PN-G1004 asociado) está por emitir las ordenes de proceder para el desarrollo de intervenciones de civiles de construcción de nuevas edificaciones de salud en territorios indígenas. Hasta la fecha se ha cumplido con los requerimientos socioambientales de las políticas del Banco. Es importante destacar que un desafío importante para el MINSA lograr una buena supervisión de estas inversiones dentro del marco del cumplimiento de las políticas y salvaguardas ambientales. Actualmente el MINSA tiene un retraso significativo en la entrega de los planes de emergencias, las capacitaciones respectivas en cada centro de salud y no han desarrollado el monitoreo de calidad de aguas servidas de los centros de asistencia médica en las comarcas Guna Yala y Emberá Wounaan. El PN-G1007 está en fase de preparación del Análisis Ambiental y Social (AAS) y el Plan de Gestión Ambiental y Social (PGAS).",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),PN-L1160,Social Inclusion Program for Persons with Disabilities in Panama,"MINISTERIO DE DESARROLLO SOCIAL, SECRETARIA NACIONAL DE DISCAPACIDAD","FREIRE SAMUDIO, CAROLINA ANGELICA",Loan Operation,Investment Loan,REPUBLICA DE PANAMA,5127/OC-PN,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Panama,0,PN-L1160,"Contribute to strengthening inclusion for people with disabilities by improving accessibility and quality of health, care and social protection services.",B,Substantial,"La operación no ha desembolsado aún. En octubre del 2021 el gobierno de Panamá otorgó presupuesto correspondiente para la ejecución del Plan Operativo Anual (POA) 2021. No se muestran avances en la ejecución financiera dado que el Programa aún no ha recibido el primer desembolso de recursos económicos, Se espera que el Banco hará efectivo el primer desembolso a inicios del 2022.",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),PN-L1170,Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services,MINISTERIO DE SALUD,"SANCHEZ-MONIN, EMMANUELLE",Loan Operation,Investment Loan,REPUBLICA DE PANAMA,5299/OC-PN,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Panama,1,PN-L1170,Contribute to the reduction in COVID-19-related morbidity and mortality and mitigate the other indirect effects of the pandemic on health.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),PR-L1051,Support to Early Childhood Development,MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,REPUBLICA DE PARAGUAY,2667/OC-PR,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Fully Disbursed,Paraguay,0,PR-L1051,"The program objective is to help the Government of Paraguay in the expansion of the coverage of the early childhood development (ECD) services for kids between 0 to 8 years old, following equity and quality criteria and based on families and community involvement. The specific objectives are: (i) consolidate the institutional frame for ECD services; (ii) promote non-institutionalized quality and equitable ECD services for kids 0 to 4 years old; (iii) expand the coverage of quality preschool education (including health, nutrition and social services); (iv) develop childhood rigths social marketing strategies; (v) improve human resources for ECD and preschool services.",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),PR-L1167,Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care,MINISTERIO DE SALUD PUBLICA Y BIENESTAR SOCIAL,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,REPUBLICA DE PARAGUAY,4872/OC-PR,HEALTH-PRIMARY HEALTH CARE,Signed/Pending Ratification,Paraguay,0,PR-L1167,"The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",B,Substantial,"El programa ha sido aprobado por el Directorio en cumplimiento con las políticas de salvaguardias ambientales y sociales, no cuenta aún con elegibilidad y no ha empezado ejecución. En la fase de preparación se elaboraron los siguientes documentos: Análisis Ambiental y Social/Plan de Gestión Ambiental y Social; Análisis Socio cultural; Plan e informe de Consultas para las obras de la muestra, y un MGAS para el programa que regirá a los proyectos futuros.",Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),RG-X1192,SPOON: Sustained Program for Improving Nutrition,"MINISTERIO DE SALUD, HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ, FUNDAZUCAR 
 
, FUNDACION SALDARRIAGA CONCHA","GONZALEZ ACERO, CAROLINA",Investment Grants,,,"GRT/CF-14712-RG, GRT/CF-14713-RG, GRT/CF-14714-RG, GRT/CF-14715-RG",HEALTH-NUTRITION,Disbursing (From eligibility until all the Operations are closed),Regional,1,RG-X1192,The Project aims to demonstrate and validate an innovative solution for the prevention of chronic malnutrition and obesity through the introduction of a fortified lipid supplement and the implementation of a comprehensive approach that includes behavioral change strategies.,C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),SU-L1054,Health Services Improvement Project,MINISTRY OF HEALTH,"HO-A-SHU, IAN",Loan Operation,Investment Loan,REPUBLIC OF SURINAME,4593/OC-SU,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Suriname,0,SU-L1054,"The objective of this project is to contribute to the reduction of the burden of disease in Suriname by improving access to high quality, integrated primary care services and enhancing the effectiveness of the health sector to address priority epidemiological challenges.",B,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),SU-L1063,Support to Safety Nets for Vulnerable Populations in Suriname,MINISTRY OF SOCIAL AFFAIRS AND PUBLIC HOUSING,"FREIRE SAMUDIO, CAROLINA ANGELICA",Loan Operation,Investment Loan,REPUBLIC OF SURINAME,5447/OC-SU,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Approved/Pending Financial System Registration,Suriname,1,SU-L1063,The objective of this operation is to support minimum levels of income for the vulnerable population as the country recovers from the COVID-19 crisis.,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),TT-L1039,Health Services Support Program,MINISTRY OF HEALTH,"HO-A-SHU, IAN",Loan Operation,Investment Loan,TRINIDAD AND TOBAGO,3411/OC-TT,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Trinidad and Tobago,0,TT-L1039,"The objective of the Health Services Support Program (HSSP) is to prevent and control risk factors and non-communicable diseases among adults, and primary and secondary school students by strengthening the delivery of integrated primary care services; implementing behavior change programs and policies; improving health information management; ensuring adequate Human Resources for Health (HRH); and enhancing health facilities investment management through the innovative application and use of information and communication technology (ICT) including hardware, software, people, data and network",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),TT-L1060,Support for Vulnerable Populations Affected by Coronavirus in Trinidad and Tobago,MINISTRY OF SOCIAL DEVELOPMENT AND FAMILY SERVICES,"HO-A-SHU, IAN",Loan Operation,Investment Loan,TRINIDAD AND TOBAGO,5218/OC-TT,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Trinidad and Tobago,0,TT-L1060,The general development objective of this project is to contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19. The specific objectives are to: (i) support minimum income and employment levels for those affected by the coronavirus in the immediate period and during the recovery; and (ii) preserve the human capital of those affected by the coronavirus crisis,C,Moderate,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),UR-L1110,Program to Support the National Integrated Care System,MINISTERIO DE DESARROLLO SOCIAL,"SANCHEZ, MARIO ALBERTO",Loan Operation,Investment Loan,REPUBLICA ORIENTAL DE URUGUAY,3706/OC-UR,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Uruguay,0,UR-L1110,"The program's objective is to help improve access to, and the quality of, the care of dependent
people through the National Integrated Care System (SNIC). Specifically, it will support the institutional strengthening of the SNIC and
the expansion of quality care services for children under the age of 3.",B,Substantial,"Por el momento no hay obras en ejecución y se están focalizando en definir los acuerdos interinstitucionales para ejecutar las obras. 
El ejecutor no cuenta con un especialista socioambiental ni una unidad o departamento para gestionar estos aspectos. Tanto el MGAS como el PGAS de la operación no contemplan la nueva tipología de obras que quiere incluir el ejecutor en el Programa, que consisten en remodelaciones o ampliaciones en centros existentes que atienden a infancia y adolescencia en situación de riesgo psicosocial Las obras suelen ser realizadas por terceros sobre los cuales el ejecutor no realiza seguimiento de los aspectos ambientales, sociales ni de salud y seguridad laboral y comunitaria ni se reportan estos aspectos al Banco.",Partially Satisfactory,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),UR-L1161,Program to Strengthen the Management of ASSE,ADMINISTRACION DE SERVICIOS DE SALUD DEL ESTADO,"SANCHEZ, MARIO ALBERTO",Loan Operation,Investment Loan,REPUBLICA ORIENTAL DE URUGUAY,4943/OC-UR,HEALTH-HEALTH SYSTEM STRENGTHENING,Approved/Pending Signature,Uruguay,0,UR-L1161,"The general objective of the program is to help make the production of public health services in Uruguay more effective and efficient. Specifically, the program would support the production and use of timely, reliable, and homogeneous information for decision-making by the healthcare and executing units of the Government Health Services Administration (ASSE), as well as the ASSE's central administration, the Ministry of Economy and Finance, and the Ministry of Public Health.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),UR-L1172,Emergency Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS,"SANCHEZ, MARIO ALBERTO",Loan Operation,Investment Loan,REPUBLICA ORIENTAL DE URUGUAY,5105/OC-UR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Uruguay,0,UR-L1172,"The development objective of the project is to contribute to guarantee minimum levels of welfare for vulnerable populations due to the crisis triggered by COVID-19. The specific objective is to support minimum levels of income and employment for people affected by the Coronavirus, in the short run and during recovery.",C,Low,,,NO,
38,March Cycle,Second period Jan-Dec 2021 (38),VE-L1017,Support to the Action Social Center of Music Prog. Phase II,"""FUNDACION DEL ESTADO """"SISTEMA NACIONAL"" ""DE ORQUESTAS INFANTILES Y JUVENILES""""","GONZALEZ ACERO, CAROLINA",Loan Operation,Investment Loan,REPUBLICA BOLIVARIANA DE VENEZUELA,1869/OC-VE,SOCIAL INVESTMENT,Disbursing (From eligibility until all the Operations are closed),Venezuela,0,VE-L1017,"The main objective is to contribute to the consolidation of the development and social integration of Venezuela by the musical formation as instrument for generating human capital, capacities, values, and coexistence personal atitudes in boys, girls and youngers participating in the Orquestras and Chorus System.",C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1196,MULTIPHASE PRIMARY HEALTH CARE PROGRAM FOR MANAGING CHRONIC NONCOMMUNICABLE DISEASES,MINISTERIO DE SALUD,"TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,3772/OC-AR,HEALTH-DISEASE PREVENTION & CONTROL,Fully Disbursed,Argentina,0,AR-L1196,"The objective of this second operation is to help reduce morbidity and mortality caused by chronic
noncommunicable diseases in Argentina, prioritizing the population with public coverage only. Specifically, this operation proposes to
help: (i) prioritize the primary care level as the gateway to the health care system; (ii) increase the population's access to screenings
for classification according to health risk; and (iii) increase access to timely treatment for those with moderate or high health risk suffering
from chronic conditions.",C,Low,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1254,Program to Support the National Early Childhood Plan and the Policy for Universalization of Early Childhood Education,"MINISTERIO DE EDUCACION, MINISTERIO DE DESARROLLO SOCIAL","TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,"4229/OC-AR, 4229/OC-AR-1, 4229/OC-AR-2",SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Argentina,0,AR-L1254,"The multisector objective of the CCLIP is to help increase the number of children ages 0 to 5 with age-appropriate physical, language and communication, and socioemotional skills. The objective of the first operation under the CCLIP
is to increase the coverage of quality public services aimed at promoting the development of physical, language and communication, cognitive, and socioemotional skills among children ages 0 to 5",C,Moderate,,,YES,08/05/20
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1302,Program to support the equity and effectiveness of the social safety net in Argentina,"MINISTERIO DE ECONOMIA Y FINANZAS PUBL, MINISTERIO DEL INTERIOR, MINISTERIO DE EDUCACION, MINISTERIO DE DESARROLLO SOCIAL, CONSEJO NACIONAL DE COORDINACIÓN DE POLÍTICAS SOCIALES","TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,"4648/OC-AR, 4648/OC-AR-1, 4648/OC-AR-2, 4648/OC-AR-3, 4648/OC-AR-4, 4648/OC-AR-5",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Argentina,0,AR-L1302,"The general objective of the program is to help make social safety net programs in Argentina sustainable and more effective. Specifically, the program seeks to: (i) ensure the sustainability of cash transfer programs aimed at the vulnerable population in the context of the targets agreed upon by the Argentine government and the International Monetary Fund; (ii) promote the need to stay in and complete school as well as comprehensive job training for the beneficiary population of these transfers; (iii) boost the distributive efficiency of subsidies on public services; and (iv) enhance the efficiency of social safety net programs by their information management capacity of the data generated in program execution",C,Low,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1309,Program to Support the Equity and Effectiveness of the Social Safety Net in Argentina -Phase II,"MINISTERIO DE HACIENDA Y FINANZAS PUBLICAS, DIRECCION DE PROYECTOS ESPECIALES CON ENFOQUE SECTORIAL AMPLIO","TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,"4806/OC-AR, 4806/OC-AR-1, 4806/OC-AR-2, 4806/OC-AR-3, 4806/OC-AR-4",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Argentina,0,AR-L1309,"The general objective of the program is to help make social safety net programs in Argentina sustainable and more effective. Specifically, the program seeks to: (i) ensure the sustainability of cash transfer programs aimed at the vulnerable population in the context of the targets agreed upon by the Argentine government and the International Monetary Fund; (ii) foster progression and continuity in education, as well as comprehensive vocational training for transfer beneficiaries; (iii) improve the distributive efficiency of subsidies on public transportation services; and (iv) enhance the efficiency of social safety net programs through better management of the data generated during program execution.",C,Low,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1312,Program of Strengthening and Integration of Health Networks of the Province of Buenos Aires,MINISTERIO DE ECONOMÍA DE LA PROVINCIA DE BUENOS AIRES,"TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,PROVINCIA DE BUENOS AIRES,4821/OC-AR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Argentina,0,AR-L1312,"The objective of the CCLIP is to help improve the delivery capacity and quality of primary, secondary, and tertiary public health care services in the PBA, integrating them as a service network that provides priority care to people with exclusive public coverage in order to reduce the number of years of potential life lost. The objective of the first operation under the CCLIP is to improve access and effective coverage of public health services for the PBA population. Its specific objectives are to: (i) improve access to and the effectiveness of primary care in a set of municipios in the Buenos Aires Metropolitan Area; (ii) increase the responsiveness of emergency services across the PBA; and (iii) dispense cancer and palliative drugs in a more timely manner across the PBA.",B13,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1326,"Immediate Public Health Response Project en the context of the COVID-19 Pandemic to contain, control and mitigate its effect in health service provision in Argentina",MINISTERIO DE SALUD,"TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,5032/OC-AR,HEALTH-HEALTH SYSTEM STRENGTHENING,Disbursing (From eligibility until all the Operations are closed),Argentina,0,AR-L1326,The overall objective of this project is to help reduce morbidity and mortality from COVID-19 and mitigate the other indirect health effects of the pandemic. The project will have four specific objectives: (i) Strengthen the response response at the country level; (ii) Improve the detection and monitoring of cases; (iii) Support efforts to interrupt the chain of transmission of the disease; and (iv) Improve the capacity to provide services.,B,Substantial,"Los pliegos de licitación de los centros de almacenamiento de vacunas están en preparación, así como su respectiva documentación socioambiental y consulta pública. El organismo ejecutor cuenta con el equipo adecuado para la gestión socioambiental del Programa y con un Sistema de Gestión Ambiental y Social (SGAS).",Satisfactory,NO,
37,September Cycle,First period Jan-Jun 2021 (37),AR-L1331,Support for Vulnerable Populations through the Argentine Plan to Combat Hunger amid the COVID-19 Pandemic.,MINISTERIO DE DESARROLLO SOCIAL,"TRISTAO, IGNEZ M.",Loan Operation,Investment Loan,NACION ARGENTINA,5295/OC-AR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Negotiation,Argentina,1,AR-L1331,"Contribute to the implementation of the ""Argentina Against Hunger"" Plan to prioritize early childhood and ensure the feeding and nutrition of families in social vulnerability with young children.",C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BH-L1053,Programme to Support the Health System Strengthening of The Bahamas,MINISTRY OF HEALTH,"PEREZ CUEVAS, RICARDO ENRIQUE",Loan Operation,Investment Loan,THE COMMONWEALTH OF THE BAHAMAS,5296/OC-BH,HEALTH-HEALTH SYSTEM STRENGTHENING,Negotiation,Bahamas,1,BH-L1053,"The overall objective is to reduce the morbidity and mortality caused by COVID-19, mitigate the indirect impacts of the pandemic on the health status of the population, and strengthen the preparedness of the health system of The Bahamas for future health risks.",B,Substantial,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BH-L1055,Program to support the Health Sector to Contain and Control Coronavirus and to Mitigate its effects in Service Provision,MINISTRY OF HEALTH,"PEREZ CUEVAS, RICARDO ENRIQUE",Loan Operation,Investment Loan,THE COMMONWEALTH OF THE BAHAMAS,5179/OC-BH,HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Bahamas,0,BH-L1055,The general objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health. The specific objectives of the program are: (i) to strengthen response leadership at the country level; (ii) to improve case detection and monitoring; (iii) to support initiatives to break the chain of transmission of the illness; and (iv) to improve service delivery capacity.,C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BL-L1034,Support to Safety Nets for Vulnerable Populations Affected by Coronavirus in Belize,"Ministry of Human Development, Social Transformation and Poverty Alleviation","STAMPINI, MARCO",Loan Operation,Investment Loan,BELIZE,5056/OC-BL,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Fully Disbursed,Belize,0,BL-L1034,The general development objective of this project is to contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19. The specific objectives are to: (i) support minimum income and employment levels for those affected by the coronavirus in the immediate period and during the recovery; and (ii) preserve the human capital of those affected by the coronavirus crisis.,C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BL-L1036,Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision,MINISTRY OF HEALTH,"AGUILAR RIVERA, ANA MYLENA",Loan Operation,Investment Loan,BELIZE,5233/OC-BL,HEALTH-HEALTH SYSTEM STRENGTHENING,Effective/Pending Eligibility,Belize,1,BL-L1036,The general objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health. The project specific development objective is to support the efforts to interrupt the transmission chain of the illness.,C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BL-U0001,Support to the Financing of the Purchase of COVID-19 Vaccine and its Implementation,MINISTRY OF HEALTH,"AGUILAR RIVERA, ANA MYLENA",Guarantee,Investment,BELIZE,5234/OC-BL,HEALTH-DISEASE PREVENTION & CONTROL,Approved/Pending Signature,Belize,1,BL-U0001,The general development objetive of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the Pandemic on health. The project will have the specific development objective to support the efforts to interrupt the transmission chain of the illness.,C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BO-L1067,Strengthening of Integrated Health Networks in the Department of Potosi,MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"2614/BL-BO, 2614/BL-BO-1, 2614/BL-BO-2",HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1067,"The objective of the program is to contribute to an improvement of the maternal and infant health status of the bolivian population, by strengthening the public health networks through an increased resolutive capacity of secondary care under the approach of the new model of Family Community and Intercultural Health.",B,Substantial,"Debido a incumplimientos en las áreas de derechos de propiedad para la construcción del hospital, licencias ambientales (LASP). Se construyó el hospital de Llallagua en territorio indígena se establecieron acuerdos con el ayllu Chullpa y se acordaron medidas de compensación específicas que no se han cumplido, se desarrolló un plan de acción correctiva por primera vez en 2016, el cual no fue cumplido. La misión de supervisión del año 2020 mostró muy pocos avances en estas áreas identificadas, aunque el equipo BID ha realizado un esfuerzo conjunto, la reacción de las entidades ejecutoras para resolver los temas pendientes es insuficiente. Por los reiterados incumplimientos la clasificación de desempeño ha cambiado a Insatisfactorio.",Unsatisfactory,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BO-L1078,Improved access to health services in Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,2822/BL-BO,HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1078,"The objective of the project is to improve the efficienc of health service production and the resolutive capacity of health networks in El Alto and Potosi to be able to attend to health requirements at the departmental level. The health networks will have greater capacity to resolve postponed or discouraged health needs, and will contribute to decongest reference hospitals at the national level. Given Bolivia's epidemilogical profile, the project's impact will be to contribute to the reduction of morbility and mortality, especially for mothers and infants. The project will complete and complement the functioning of health networks in Potosi and El Alto by constructing and equipping specialized hospitals in these cities.",B,Substantial,"Se evidencia cumplimiento del Plan de Accion Correctivo (PAC) de 2019 dentro del cronograma establecido, existen avances en temas de consolidación del derecho propietario y licencias ambientales, existen todavia temas pendientes (servcio de agua, suministro de gas y redes de telecomunciaciones) que deben ser terminados para que el Hospital de Tercer nivel de Potosi pueda funcionar a mediados del año 2021; sin embargo, se evidencia el continuo avance de las acciones para finalizar estos temas pendientes.",Partially Satisfactory,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BO-L1082,Improved Access to Health Services El Alto Bolivia,MISTERIO DE SALUD,"BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,3151/BL-BO,HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1082,"The objective of the project is to increase the ability of the municipal health network to respond comprehensively and timely to a demand for health care for the city of El Alto and nearby rural areas in order to reduce mortality, particularly the maternal and morbidity and mortality from cervical cancer.",B,Substantial,"Se ha evidenciado que se ha cumplido satisfactoriamente las acciones previstas respecto a la gestión ambiental y social y los derechos propietarios contenidas en el Plan de Acción elaborado en la segunda supervisión del 2019, la misma ha sido actualizada para esta segunda supervisión y ha mostrado avances importantes. Adicionalmente, se ha constatado el cumplimiento de la implementación de los instrumentos ambientales y sociales que son requerimientos del Programa.",Satisfactory,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BO-L1198,Program to improve accessibility to maternal and Neonatal health services in Bolivia,"MINISTERIO DE PLANIFICACION DEL DESARROLLO, MISTERIO DE SALUD, AGENCIA DE INFRAESTRUCTURA EN SALUD Y EQUIPAMIENTO MÉDICO","BUSCARONS CUESTA, LUIS",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,"4612/BL-BO, 4612/BL-BO-1, 4612/BL-BO-2",HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1198,"The program's general objective is to reduce maternal and neonatal morbidity and mortality, by increasingthe accessibility and enhancing the health outcomes of the prioritized health networks (those with the worst maternal and infantmortality and accessibility indicators). The specific objectives are: (i) to implement the essential neonatal obstetric care (ENOC)strategy and improve network performance by: (a) implementing processes for the continuous improvement of care quality, withemphasis on an ENOC service model; (b) supporting the digital transformation of the sector by improving health caremanagement information systems in the network and monitoring of maternal and neonatal morbidity and mortality; and(c) enhancing management capacities in the network and in individual healthcare facilities; and (ii) to strengthen the infrastructureof the health services network, by investing in works and equipment that improve its health outcomes, under a comprehensive,coordinated vision of the network",B,Substantial,"Se evidencia avances limitados en relación con la situacion encontrada en la misión del 2019, esto debido al contexto de pandemia del COVID 19 que ha paralizado las actividades previstas, especialmente las referidas a la realizacion de documentos de analisis sociambientales, PGAS y realizacion de consultas publicas.",Partially Satisfactory,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BO-L1216,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS,"IBARRARAN, PABLO",Loan Operation,Investment Loan,REPUBLICA DE BOLIVIA,5039/OC-BO,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1216,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,NO,
37,September Cycle,First period Jan-Jun 2021 (37),BR-L1372,Integrated Prog for Social Inclusion and Urban Requalification: Fam Paranaense,ESTADO DO PARANA,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO DO PARANA,3129/OC-BR,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Brazil,0,BR-L1372,"The general objective of the Familia Paranaense program is to promote better life conditions and the reduction of social vulnerability of poor families, through a set of intersectoral policies and the coordination of services offered by different areas of the Government.",B,High,"O Executor segue com dificuldades de engajamento das equipes sociais locais que implementam e acompanham as ações de reassentamento e pós reassentamento dos projetos em curso, o que representam um total de 465 famílias, especificamente as equipes dos CRAS municipais que priorizam as demandas ligadas à pandemia de covid-19 nos municípios. Da mesma forma, permanece a dificuldade de monitorar a implantação dos requisitos ambientais e sociais pelas empresas executoras, gerando o não cumprimento de medidas de boas práticas ambientais nas frentes de obras, tais como: gestão de resíduos, correção de processos erosivos e isolamento de áreas em obras. A implementação de medidas corretivas aos processos de erosões de solo que requerem novas soluções construtivas, exigem que o Executor defina e implemente um Plano de Ação bem alinhado entre equipes de obras e sociais para a conclusão a contento das obras e das etapas do reassentamento. Considerando a permanência das dificuldades já apontadas em outras missões - dificuldade de monitoramento dos aspectos ambientais e sociais, dificuldade de engajamento com as equipes municipais – e considerando-se a situação dos processos erosivos de solo em curso que ainda requerem solução, classifica-se a operação como Parcialmente Insatisfatória.",Partially Unsatisfactory,NO,
