"","Project Number","Baseline Year","Cycle ID","Operation Name","Operation Type","Lending Instrument","Operation Number","Country Name","Objective","min.cycle","objectives","objectives_indicators","objectives_units","Means of Verification","Long.op.name","objectives_indicators_units","health_gind","malaria_gind","covid_gind","calidad_gind","acceso_gind","morbilidad_gind","eficiencia_gind","equidad_gind"
"167","ES-L1095",2017,22,"Integrated Health Program II","Loan Operation","Investment Loan","3608/OC-ES, 3608/OC-ES-1, 3608/OC-ES-2","El Salvador","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.",22,"+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","Tasa de mortalidad por cáncer hematológico en el grupo de 30 a 69 años a nivel nacional","tasa","Sistema de Información de Morbi-Mortalidad (SIMMOW) Estadísticas Vitales/Población DIGESTYC","ES-L1095 - Integrated Health Program II","+ Tasa de mortalidad por cáncer hematológico en el grupo de 30 a 69 años a nivel nacional - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"168","ES-L1095",2017,22,"Integrated Health Program II","Loan Operation","Investment Loan","3608/OC-ES, 3608/OC-ES-1, 3608/OC-ES-2","El Salvador","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.",22,"+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","Tasa de mortalidad infantil en el Departamento de San Salvador (DSS)","tasa","Sistema de Información de Morbi-Mortalidad (SIMMOW) (egresos + Estadísticas Vitales)","ES-L1095 - Integrated Health Program II","+ Tasa de mortalidad infantil en el Departamento de San Salvador (DSS) - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"169","GU-L1009",2007,22,"Strengthening Hospital Network Program","Loan Operation","Investment Loan","1852/OC-GU","Guatemala","This investment operation support the Government initiatives in order to contribute to the development of health conditions of the Guatemalan population, through the strenghtening of this purpose and the investments of the hospital network program.",22,"+El acceso y la calidad de los servicios hospitalarios de salud mejorada","Casos de Enfermedades Diarreicas Agudas (EDAs) atendidos y tratados en menores de 5 años","%","Encuesta Nacional de Salud Materno Infantil","GU-L1009 - Strengthening Hospital Network Program","+ Casos de Enfermedades Diarreicas Agudas (EDAs) atendidos y tratados en menores de 5 años - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"170","GU-L1009",2007,22,"Strengthening Hospital Network Program","Loan Operation","Investment Loan","1852/OC-GU","Guatemala","This investment operation support the Government initiatives in order to contribute to the development of health conditions of the Guatemalan population, through the strenghtening of this purpose and the investments of the hospital network program.",22,"+El acceso y la calidad de los servicios hospitalarios de salud mejorada","Casos de Infecciones Respiratorias Agudas (IRAs) atendidos y tratados en menores de 5 años","%","Encuesta Nacional de Salud Materno Infantil","GU-L1009 - Strengthening Hospital Network Program","+ Casos de Infecciones Respiratorias Agudas (IRAs) atendidos y tratados en menores de 5 años - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"171","GU-L1009",2007,22,"Strengthening Hospital Network Program","Loan Operation","Investment Loan","1852/OC-GU","Guatemala","This investment operation support the Government initiatives in order to contribute to the development of health conditions of the Guatemalan population, through the strenghtening of this purpose and the investments of the hospital network program.",22,"+El acceso y la calidad de los servicios hospitalarios de salud mejorada","Embarazadas con parto atendido institucionalmente","%","Encuesta Nacional de Salud Materno Infantil","GU-L1009 - Strengthening Hospital Network Program","+ Embarazadas con parto atendido institucionalmente - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"172","GU-L1022",2011,22,"Improved Access and Quality of Health and Nutrition Services - Phase I","Loan Operation","Investment Loan","2328/BL-GU","Guatemala","Specific objectives include: (i) strengthen the supply of primary and secondary health services (ii) improve education and attention nutrition program, with emphasis on community levels (iii) expand the coverage of human resources in health and nutrition (primary and secondary health care) and iv) strengthen the capacity of the MSPAS in terms of information systems, and monitoring and evaluation.",22,"+El acceso, la utilización y la calidad de los servicios de nutrición y salud del primer y segundo nivel de atención mejorada, en al menos 47 municipios priorizados por el programa de transferencias condicionadas.","Desnutrición crónica en niños de 6 a 24 meses","%","Encuesta Evaluación de Impacto","GU-L1022 - Improved Access and Quality of Health and Nutrition Services - Phase I","+ Desnutrición crónica en niños de 6 a 24 meses - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"173","GU-L1022",2011,22,"Improved Access and Quality of Health and Nutrition Services - Phase I","Loan Operation","Investment Loan","2328/BL-GU","Guatemala","Specific objectives include: (i) strengthen the supply of primary and secondary health services (ii) improve education and attention nutrition program, with emphasis on community levels (iii) expand the coverage of human resources in health and nutrition (primary and secondary health care) and iv) strengthen the capacity of the MSPAS in terms of information systems, and monitoring and evaluation.",22,"+El acceso, la utilización y la calidad de los servicios de nutrición y salud del primer y segundo nivel de atención mejorada, en al menos 47 municipios priorizados por el programa de transferencias condicionadas.","Anemia en niños de 6 a 24 meses","%","Encuesta Evaluación de Impacto","GU-L1022 - Improved Access and Quality of Health and Nutrition Services - Phase I","+ Anemia en niños de 6 a 24 meses - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"174","GU-L1022",2011,22,"Improved Access and Quality of Health and Nutrition Services - Phase I","Loan Operation","Investment Loan","2328/BL-GU","Guatemala","Specific objectives include: (i) strengthen the supply of primary and secondary health services (ii) improve education and attention nutrition program, with emphasis on community levels (iii) expand the coverage of human resources in health and nutrition (primary and secondary health care) and iv) strengthen the capacity of the MSPAS in terms of information systems, and monitoring and evaluation.",22,"+El acceso, la utilización y la calidad de los servicios de nutrición y salud del primer y segundo nivel de atención mejorada, en al menos 47 municipios priorizados por el programa de transferencias condicionadas.","Anemia en mujeres embarazadas y lactantes","%","ENSMI 2008 y siguientes ENSMI","GU-L1022 - Improved Access and Quality of Health and Nutrition Services - Phase I","+ Anemia en mujeres embarazadas y lactantes - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"176","GU-L1163",2016,31,"Program to Strengthen the Institutional Healthcare Service Network (PRORISS)","Loan Operation","Investment Loan","4791/OC-GU","Guatemala","The objective of the program is to help reduce maternal and child mortality primarily in the departments of Huehuetenango and San Marcos, by modernizing the national healthcare network so it can deliver timely, quality, and efficient services.",31,"+Razón de Mortalidad Materna Huehuetenango y San Marcos","Razón de Mortalidad Materna Huehuetenango y San Marcos","Razón","Informe de Vigilancia de Moralidad Materna MSPAS","GU-L1163 - Program to Strengthen the Institutional Healthcare Service Network (PRORISS)","+ Razón de Mortalidad Materna Huehuetenango y San Marcos - Razón",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"177","GU-L1163",2016,31,"Program to Strengthen the Institutional Healthcare Service Network (PRORISS)","Loan Operation","Investment Loan","4791/OC-GU","Guatemala","The objective of the program is to help reduce maternal and child mortality primarily in the departments of Huehuetenango and San Marcos, by modernizing the national healthcare network so it can deliver timely, quality, and efficient services.",31,"+Tasa de Mortalidad Infantil Huehuetenango y San Marcos","Tasa de Mortalidad Infantil Huehuetenango y San Marcos","tasa","INE","GU-L1163 - Program to Strengthen the Institutional Healthcare Service Network (PRORISS)","+ Tasa de Mortalidad Infantil Huehuetenango y San Marcos - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"179","GY-L1058",2014,23,"Support to Improve Maternal and Child Health","Loan Operation","Investment Loan","3779/BL-GY","Guyana","The operation will support among other activities: (i) quality improvements to maternal, neonatal, child, and reproductive health services at the primary as well as at the hospital level focusing on the areas with the highest concentrations of deaths: the focus here will also be on strengthening, among other strategies, Essential Neonatal Obstetrical Care (ENOC) and Emergency Obstetrical Neonatal Care (EONC); (ii) strengthening health service delivery capacity to increase coverage and use/demand for certain services and strengthen practices by the target population. Capacity building will also support the delivery of effective counseling services towards behavior change related to care-seeking for early prenatal and post-natal controls and attitudes towards institutional deliveries; and (iii) implementation of innovative financing schemes to overcome demand side barriers (such as transport related costs to access institutional delivery) faced by the targeted population and implementation of a reward system for improved performance by service providers",23,"+Contribute to the reduction of maternal, perinatal, and neonatal deaths in Guyana by 2021","Neonatal Mortality Rate","ratio","CMO Report","GY-L1058 - Support to Improve Maternal and Child Health","+ Neonatal Mortality Rate - ratio",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"180","GY-L1058",2014,23,"Support to Improve Maternal and Child Health","Loan Operation","Investment Loan","3779/BL-GY","Guyana","The operation will support among other activities: (i) quality improvements to maternal, neonatal, child, and reproductive health services at the primary as well as at the hospital level focusing on the areas with the highest concentrations of deaths: the focus here will also be on strengthening, among other strategies, Essential Neonatal Obstetrical Care (ENOC) and Emergency Obstetrical Neonatal Care (EONC); (ii) strengthening health service delivery capacity to increase coverage and use/demand for certain services and strengthen practices by the target population. Capacity building will also support the delivery of effective counseling services towards behavior change related to care-seeking for early prenatal and post-natal controls and attitudes towards institutional deliveries; and (iii) implementation of innovative financing schemes to overcome demand side barriers (such as transport related costs to access institutional delivery) faced by the targeted population and implementation of a reward system for improved performance by service providers",23,"+Contribute to the reduction of maternal, perinatal, and neonatal deaths in Guyana by 2021","Maternal mortality ratio.","ratio","Chief Medical Officer (CMO) Report","GY-L1058 - Support to Improve Maternal and Child Health","+ Maternal mortality ratio. - ratio",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"181","GY-L1080",2019,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Risks of premature death from NCDs","%","who.int/data","GY-L1080 - Health Care Network Strengthening in Guyana","+ Risks of premature death from NCDs - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"182","GY-L1080",2019,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Risk of premature death from NCDs","%","who.int/data","GY-L1080 - Health Care Network Strengthening in Guyana","+ Risk of premature death from NCDs - %",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"183","GY-L1080",2019,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Age-standardized death rate due to self-harm","Per 100,000","who.int/data","GY-L1080 - Health Care Network Strengthening in Guyana","+ Age-standardized death rate due to self-harm - Per 100,000",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"184","GY-L1080",2022,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Crude mortality rate in the intervened regions","Per 1,000","Vital statistics registry","GY-L1080 - Health Care Network Strengthening in Guyana","+ Crude mortality rate in the intervened regions - Per 1,000",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"185","GY-L1080",2022,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Vision impairment and blindness due to diabetic retinopathy","#","IHME Global Burden of Disease","GY-L1080 - Health Care Network Strengthening in Guyana","+ Vision impairment and blindness due to diabetic retinopathy - #",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"186","GY-L1080",2022,42,"Health Care Network Strengthening in Guyana","Loan Operation","Investment Loan","5706/OC-GY","Guyana","The objective is to improve the health of the Guyanese population through increased access, quality, and efficiency of health services. Specific objectives are: (i) improve health outcomes associated with low and high complexity procedures, by expanding the capacity of strategic hospitals; (ii) extend coverage of diagnostic, medical consultation, and patient management services, inclusive of the country's hinterlands, through digital health (DH); and (iii) increase the efficiency of the public health system, by strengthening key logistic, management, and support processes and inputs.",42,"+Improve the health of the Guyanese population through increased access, quality, and efficiency of health services","Crude mortality rate","Per 1,000","Vital statistics registry","GY-L1080 - Health Care Network Strengthening in Guyana","+ Crude mortality rate - Per 1,000",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"187","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad infantil en los departamentos de Intibuca, Lempira y Valle.","Mortalida infantil en en el departamento de Lempira","tasa","Dirección General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalida infantil en en el departamento de Lempira - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"188","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad infantil en los departamentos de Intibuca, Lempira y Valle.","Mortalidad Infantil en en el departamento de Intibucá","tasa","Dirección General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalidad Infantil en en el departamento de Intibucá - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"189","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad materna en los departamento de Intibuca, Lempira y Valle.","Mortalidad materna en el departamento de Intibuca","tasa","Direccion General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalidad materna en el departamento de Intibuca - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"190","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad materna en los departamento de Intibuca, Lempira y Valle.","Mortalidad materna en en el departamento de Valle.","tasa","Dirección General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalidad materna en en el departamento de Valle. - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"191","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad materna en los departamento de Intibuca, Lempira y Valle.","Mortalidad materna en en el departamento de Lempira.","tasa","Dirección General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalidad materna en en el departamento de Lempira. - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"192","HO-L1072",2010,22,"Mother and Child Hospital Network Strengthening Program","Loan Operation","Investment Loan","2743/BL-HO","Honduras","The general objective of the program will be to contribute to reducing maternal and infant mortality in the departments of Intibucá, Lempira, and Valle by cutting maternal and neonatal hospital mortality rates in these three departments¿ area hospitals and their referral network. Specifically, the project aims to improve the coverage and quality of maternal and child hospital care in the three hospitals so as to significantly increase the rates of institutional births, improve care for mothers and newborns during the postpartum period, and enhance resolution capacity in obstetric and neonatal complications.",22,"+Reducción de la mortalidad infantil en los departamentos de Intibuca, Lempira y Valle.","Mortalidad Infantil en en el departamento de Valle","tasa","Dirección General de Vigilancia de la Salud","HO-L1072 - Mother and Child Hospital Network Strengthening Program","+ Mortalidad Infantil en en el departamento de Valle - tasa",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"194","HO-L1195",2015,29,"Program to improve the management and quality of maternal-neonatal health services","Loan Operation","Investment Loan","4619/BL-HO","Honduras","The project objective is to contribute to the reduction of maternal-neonatal mortality in the poorest municipios of the country and in the prioritized hospitals by improving the quality, management, and responsiveness of health services and supporting the policy for Accelerated Reduction of Maternal and Child Mortality (RAMNI).",29,"+Reducción de la mortalidad materna neonatal","RMM a nivel Nacional","Razón por 100.000 NV","Estudio Ramos","HO-L1195 - Program to improve the management and quality of maternal-neonatal health services","+ RMM a nivel Nacional - Razón por 100.000 NV",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"195","HO-L1195",2015,29,"Program to improve the management and quality of maternal-neonatal health services","Loan Operation","Investment Loan","4619/BL-HO","Honduras","The project objective is to contribute to the reduction of maternal-neonatal mortality in the poorest municipios of the country and in the prioritized hospitals by improving the quality, management, and responsiveness of health services and supporting the policy for Accelerated Reduction of Maternal and Child Mortality (RAMNI).",29,"+Reducción de la mortalidad materna neonatal","Razón de muerte materna hospitalaria en los hospitales intervenidos","%","Estudio Ramos","HO-L1195 - Program to improve the management and quality of maternal-neonatal health services","+ Razón de muerte materna hospitalaria en los hospitales intervenidos - %",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"196","HO-L1195",2019,29,"Program to improve the management and quality of maternal-neonatal health services","Loan Operation","Investment Loan","4619/BL-HO","Honduras","The project objective is to contribute to the reduction of maternal-neonatal mortality in the poorest municipios of the country and in the prioritized hospitals by improving the quality, management, and responsiveness of health services and supporting the policy for Accelerated Reduction of Maternal and Child Mortality (RAMNI).",29,"+Reducción de la mortalidad materna neonatal","Tasa de letalidad neonatal por sepsis y asfixia en hospitales intervenidos","%","Evaluación final de desempeño del proyecto","HO-L1195 - Program to improve the management and quality of maternal-neonatal health services","+ Tasa de letalidad neonatal por sepsis y asfixia en hospitales intervenidos - %",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"197","HO-L1199",2017,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+Reducción de Lesiones de Causas externas","Porcentaje de las Discapacidades por egreso relacionadas con las Lesiones de Causa Externa (LCE)","Porcentaje","Registros de la Unidad de Gestión de la información del Hospital","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Porcentaje de las Discapacidades por egreso relacionadas con las Lesiones de Causa Externa (LCE) - Porcentaje",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"198","HO-L1199",2017,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+Reducción de Lesiones de Causas externas","Pocentaje de muertes hospitalarias por Lesiones de Causas Externas (LCE) general","Porcentaje","Registros de la Unidad de Gestión de la información del Hospital","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Pocentaje de muertes hospitalarias por Lesiones de Causas Externas (LCE) general - Porcentaje",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"199","HO-L1199",2017,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+Reducción de Lesiones de Causas externas","Porcentaje de Letalidad de las Lesiones de Causas Externas en el servicio de urgencias","Porcentaje","Registros de la Unidad de Gestión de la información del Hospital","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Porcentaje de Letalidad de las Lesiones de Causas Externas en el servicio de urgencias - Porcentaje",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"200","HO-L1199",2019,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+Reducción de Lesiones de Causas externas","Tasa Mortalidad Hospitalaria por LCE","tasa","Registros de la Unidad de Gestión de la información del Hospital","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Tasa Mortalidad Hospitalaria por LCE - tasa",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"201","HO-L1199",2021,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+COVID","Casos de COVID 19 confirmados","Numero","Sub sistema de vigilancia de Mortalidad de la SESAL Y SINAGER","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Casos de COVID 19 confirmados - Numero",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"202","HO-L1199",2021,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+COVID","Número de muertes provocadas por COVID 19","Numero","Registros de la Unidad de Gestión de la información del Hospital","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Número de muertes provocadas por COVID 19 - Numero",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"203","HO-L1199",2021,29,"COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","Loan Operation","Investment Loan","4713/BL-HO","Honduras","The objective of the operation is to strengthen the supply of trauma and emergency servicesin Tegucigalpa and the Central-Southeast region by building a new trauma hospital, to improve the quality of life and care of patients with externally caused injuries and other pathologies through decongestion of services at the University HospitalSchool (HEU)",29,"+COVID","Promedio diario de pacientes hospitalizados por COVID 19 durante el mes previo al reportes","Numero","Sub sistema de vigilancia de Mortalidad de la SESAL Y SINAGER","HO-L1199 - COMPREHENSIVE STRENGTHENING OF TEGUCIGALPA’S TRAUMA AND EMERGENCY CARE NETWORK","+ Promedio diario de pacientes hospitalizados por COVID 19 durante el mes previo al reportes - Numero",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
