Project Number,Baseline Year,Operation Name,Long.op.name,objectives,objectives_indicators,objectives_units,outcomes,outcomes_indicators,outcomes_units,outcomes_means,health,malaria,covid,acceso,morbilidad,eficiencia,equidad,calidad_name,calidad_g_objective,calidad_outcome,calidad_outcome_ind,not.a.loan
NI-L1095,2014,Community Health Program for Rural Municipios,NI-L1095 - Community Health Program for Rural Municipios,"+Morbilidad severa en la niñez reducida.
+Estado nutricional de los niños mejorado.
+Mortalidad materna reducida.
+Embarazos no deseados reducidos.","Hospitalización por enfermedad diarreica aguda (EDA) en menores de cinco años.
Menores de cinco años con desnutrición crónica.
Hospitalización por neumonía en menores de cinco años.
Menores de cinco años con anemia.
Mortalidad materna trienal.
Nacimientos en adolescentes","Hospitalizaciones de menores de cinco años por 1.000 menores de cinco años
%
Hospitalizaciones de menores de cinco años por 1.000 menores de cinco años
%
Defunciones obstétricas por 100.000 nacidos vivos
%","+Acceso a la salud sexual y reproductiva y maternidad segura mejorado.
+Asignación de personal de atención primaria para el área rural y red comunitaria ampliada.
+Cobertura de atención primaria a la niñez aumentada.
+Acceso a información y educación en salud y servicios para los adolescentes.","+Nacimientos en establecimientos de salud.
+Mujeres en edad fértil con necesidad insatisfecha de planificación familiar.
+Brecha de personal asignado a los ESAFC en los SILAIS priorizados.
+Niños de 19 a 29 meses de edad que cuentan con su esquema de vacunación completo de acuerdo a su edad.
+Niños menores de 24 meses atendidos con vigilancia nutricional comunitaria.
+Niños de 6 a 24 meses quienes recibieron micronutrientes diariamente en dos rondas de dos meses en el año biológico.
+MEF adolescentes en unión con necesidad satisfecha de anticoncepción.","+%
+%
+%
+%
+%
+%
+%","+Reporte de Evaluación
+Reporte de Evaluación
+Reporte de Evaluación externa
+Evaluación final
+Reporte de evaluación.
+Reporte de evaluación externa de desempeño
+Evaluación final",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NI-L1143,2017,Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco,NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco,"+Reducción de la desnutrición crónica en menores de 5 años
+Mortalidad por enfermedades crónicas no transmisibles reducida
+Reducción de la prevalencia de malaria.
+Mortalidad Materna e infantil reducidas","Prevalencia de desnutrición crónica en menores de 5 años Nueva Segovia
Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Jinotega
Número de casos
Mortalidad en la niñez por neumonía Estelí
Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Estelí
Mortalidad en la niñez por neumonía Madriz
Mortalidad en la niñez por neumonía Matagalpa
Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Jinotega
Mortalidad en la niñez por neumonía Jinotega
Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Matagalpa
Prevalencia de desnutrición crónica en menores de 5 años Madriz
Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Estelí
Prevalencia de desnutrición crónica en menores de 5 años Jinotega
Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Nueva Segovia
Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Nueva Segovia
Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Matagalpa
Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Madriz
Mortalidad en la niñez por neumonía Nueva Segovia
Razón de mortalidad materna Nueva Segovia
Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Madriz
Razón de mortalidad materna Estelí
Razón de mortalidad materna Jinotega
Razón de mortalidad materna Matagalpa
Razón de mortalidad materna Madriz","Porcentaje
Por 100.000 mujeres 15 y más años
Número de casos
Muertes por 100.000 menores de 5 años
Por 100.000 mujeres 15 y más años
Muertes por 100.000 menores de 5 años
Muertes por 100.000 menores de 5 años
Muertes por 100.000 menores de 5 años
Muertes por 100.000 menores de 5 años
Por 100.000 mujeres 15 y más años
Porcentaje
Muertes por 100.000 menores de 5 años
Porcentaje
Muertes por 100.000 menores de 5 años
Por 100.000 mujeres 15 y más años
Muertes por 100.000 menores de 5 años
Por 100.000 mujeres 15 y más años
Muertes por 100.000 menores de 5 años
Muertes por 100.000 nacidos vivos
Muertes por 100.000 menores de 5 años
Muertes por 100.000 nacidos vivos
Muertes por 100.000 nacidos vivos
Muertes por 100.000 nacidos vivos
Muertes por 100.000 nacidos vivos","+Gestión territorial de determinantes de la salud mejorada
+Calidad de atención de la salud mejorada
+Numero de casos de malaria reducidos","+Hospitalización de menores de 5 años por EDA en Madriz
+Hospitalización de menores de 5 años por EDA en Jinotega
+Hospitalización de menores de 5 años por EDA en Nueva Segovia
+Hogares en los que consumen agua con calidad adecuada
+Velocidad promedio (camioneta, autobús) en las vías recolectoras principales rurales intervenidas
+Ingreso oportuno de las puérperas (puerperio mediato)
+Niños menores de 24 meses atendidos con el esquema de alimentación infantil y nutricional comunitaria
+Niños de 0-23 meses con cobertura para todas las vacunas según el esquema oficial del programa nacional de inmunización
+Adolescentes que acceden a servicios de planificación familiar
+Personas que requieren cuidados especiales y acceden a servicios de rehabilitación comunitaria de acuerdo a la condición de salud
+Personas mayores de 25 años en quienes se realizan acciones de captación oportuna de enfermedades crónicas: Diabetes, Hipertensión, Sobrepeso/obesidad, Cáncer cervical, Enfermedad renal crónica
+Pacientes con enfermedades crónicas que inician proceso de diagnóstico y tratamiento inmediato
+Cobertura hospitalaria cirugía electiva
+Establecimientos de salud reportando al sistema de vigilancia según norma nacional
+Casos diagnosticados que reciben tratamiento dentro de las primeras 24 horas","+Hospitalizaciones en <5a por 1,000 niños <5a
+Hospitalizaciones en <5a por 1,000 niños <5a
+Hospitalizaciones en <5a por 1,000 niños <5a
+%
+Km/Hra
+%
+%
+%
+%
+%
+%
+%
+% entre cirugías realizadas con el total de programadas
+%
+%","+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa
+Evaluación final del programa",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
NI-L1161,2020,Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua,NI-L1161 - Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua,+Objetivo General : Contribuir a reducir la morbilidad y la mortalidad por COVID-19 y a mitigar los demás efectos indirectos de la pandemia sobre la salud de la población nicaragüense con énfasis en los más vulnerables.,"Número de muertes por COVID-19 registradas.
Casos de COVID-19 confirmados.","Muertes
Casos","+OBJETIVO ESPECÍFICO 2: Apoyar esfuerzos para la interrupción de la cadena de transmisión de la enfermedad3
+OBJETIVO ESPECÍFICO 1: Mejorar la detección y el seguimiento de los casos
+OBJETIVO ESPECÍFICO 3: Mejorar la capacidad de provisión de servicios","+Población al que se le envía mensajes para la prevención y manejo del COVID-19.
+Protocolos de vigilancia, guías y lineamientos demanejo y atención de casosde COVID-19 aprobados e implementados.
+Personal de salud asistencial capacitado en la implementación de protocolos, lineamientos y guías de manejo y atención de casos de COVID-19.
+Personal de salud capacitado en el uso y disposición final de los EPP.
+Personal comunitario capacitado en el uso y disposición final de los EPP.
+Boletines epidemiológicos publicados por semana que incluyan casos de COVID-19.
+Laboratorios con capacidad de diagnóstico de COVID-19.
+Personal de establecimientos de salud capacitados para la toma de muestras para COVID-19.
+Casos sospechosos a quienes se realizó prueba diagnostico (PCR).
+Unidades de salud que implementan el algoritmo de atención de pacientes sospechosos de COVID-19 (72 hospitales y 143 Centros de Salud (C/S)).
+Pacientes con COVID-19 atendidos en UCI de conformidad con el protocolo.
+Pacientes con COVID-19 atendidos en hospitalización general de conformidad con el protocolo del país.
+Unidades de salud que implementan el plan de manejo de desechos hospitalarios según protocolo actualizado.","+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%","+Informe firma verificadora
+Informe firma verificadora
+Informe firma verificadora Informe de la OPS
+Informe firma verificadora Informe de la OPS
+Informe firma verificadora Informe de la OPS
+Boletín publicado en página web oficial del Ministerio de Salud
+Informe firma verificadora
+Informe firma verificadora y OPS
+Registro de laboratorios Informe firma verificadora
+Informe firma verificadora
+Expediente clínico Informe firma verificadora
+Expediente clínico Informe firma verificadora
+Informe firma verificadora",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PE-L1228,2017,Program to Create Integrated Health Networks,PE-L1228 - Program to Create Integrated Health Networks,+Calidad de los servicios en el primer nivel de atención mejorada,"Porcentaje de hospitalizaciones por condiciones sensibles a la atención primaria–total
Tasa de mortalidad por servicios de salud de baja calidad","Porcentaje
Porcentaje",+Capacidades de oferta de servicios de salud mejoradas,"+Porcentaje de mujeres de 30 a 59 años que se han realizado la prueba de Papanicolaou en los últimos tres años y conocieron su resultado
+Porcentaje de personas de 40 a 59 años que se han realizado un chequeo para descartar algún tipo de cáncer en los últimos 24 meses
+Porcentaje de personas que han donado sangre de manera voluntaria
+Porcentaje de despachos de ambulancia requeridos y no atendidos
+Porcentaje de personas de 15 años o más con diagnóstico de diabetes mellitus que recibieron tratamiento en los últimos 12 meses
+Beneficiarios que reciben servicios de salud
+Porcentaje de personas de 15 años o más con diagnóstico de hipertensión que recibieron tratamiento en los últimos 12 meses
+Porcentaje de usuarios de consulta externa que se sintieron “satisfechos” o “muy satisfechos” con la atención recibida
+Porcentaje de usuarios de consulta externa que calificaron el tiempo de espera para la atención en el establecimiento de salud con una evaluación de 6 o más (en escala de 1 a 10)","+%
+%
+%
+%
+%
+# of beneficiaries
+%
+%
+%","+RESULTA (MEF) - ENDES
+RESULTA (MEF) - ENDES
+PRONAHEBAS (MINSA)
+Resgistros Administrativos - SAMU (MINSA)
+RESULTA (MEF) - ENDES
+RESULTA (MEF) - ENDES E INEI
+RESULTA (MEF) - ENDES
+Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD
+Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PN-L1105,2020,,PN-L1105 - NA,"+Contribuir a la reducción de la pobreza y pobreza extrema en el país y aumentar la capacidad del sistema de protección social para promover la acumulación de capital humano
+Aumentar la capacidad del sistema de proteción social para promover la acumulación del capital humano
+Contribuir a la reducción de la pobreza y pobreza extrema","Incidencia de pobreza
Niños en los CAIPI que tienen un desarrollo en resolución de problemas (cognición) no adecuado para su edad, lo que equivale a un puntaje

del ASQ-3 por debajo del umbral crítico para la población de referencia (US)
Niños en los COIF que tienen puntaje ASQ-3 por debajo de un umbral crítico
Niños en los COIF que tienen valor z talla para la edad por debajo de un umbral crítico
Incidencia pobreza extrema
Incidencia de pobreza extrema
Incidencia pobreza general","%
%
%
%
%
%
%","+Mejorar la focalización y eficiencia distributiva del gasto social en los PTMC
+Fortalecer al MIDES en su rol rector y ejecutor de las políticas y programas sociales
+Disminuir las brechas de cobertura y calidad de servicios integrales dirigidos a la primera infancia
+Contribuir a la reducción de la pobreza y pobreza extrema general
+Aumentar la capacidad del Sistema de Protección Social para promover la acumulación del capital humano","+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Beneficiarios de la RdO y de 120 a los 65 recertificados
+Beneficiarios de ÁG recertificados
+Direcciones de Inclusión y Desarrollo Social (DIDS) que implementan los ciclos operativos de los PTMC de forma consolidada
+Direcciones regionales del MIDES fortalecidas
+CAIPI que aplica los estándares de calidad aprobados por el MIDES
+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Beneficiarios de 120 a los 65 recertificados
+Beneficiarios de ÁG recertificados
+Direcciones de Inclusión y Desarrollo Social (DIDS) que implementan los ciclos operativos de los PTMC de forma consolidada
+Direcciones regionales del MIDES fortalecidas
+CAIPI que aplica los estándares de calidad aprobados por el MIDES
+Pobres extremos en hogares con menores de 18 años incluidos en el programa Red de Oportunidades (RdO) - cobertura
+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Beneficiarios de la RdO recertificados
+Beneficiarios de 120 a los 65 recertificados
+Beneficiarios de ÁG recertificados
+Beneficiarios de la RdO que tienen acceso a los servicios de salud y educación
+Centros de Atención Integral a la Primera Infancia (CAIPI) que aplica los estándares de calidad aprobados por el MIDES
+Calidad de CAIPI medida por ITERS-R","+%
+%
+%
+#
+#
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+Beneficiarios
+Beneficiarios
+Beneficiarios
+%
+%
+%","+Encuesta de Propósitos Múltiples (marzo) o Mercados Laborales (agosto) de INEC
+A calcular con base en datos de la encuesta de propósitos múltiples (marzo) o mercados laborales (agosto) de INEC.
+A calcular con base en datos de la encuesta de propósitos múltiples (marzo) o mercados laborales (agosto) de INEC.
+Informe semestral de ejecución entregado al BID.
+Informe semestral de ejecución entregado al BID.
+Manual de funcionamiento de la DIDS
+Informe semestral de ejecucion entregado al BID
+Informe semestral de ejecución entregado al BID.
+NA
+NA
+NA
+NA
+NA
+NA
+NA
+NA
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema).
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+Reportes del SIG de la RdO y del RUB.
+Reportes del SIG de la RdO y del RUB.
+Reportes del SIG de la RdO y del RUB.
+Datos administrativos del MINSA y del MEDUCA; Reportes SIG; Reportes RUB.
+Datos administrativos del MIDES. Informe de la Dirección de Servicios Sociales.
+Encuestas Independientes aplicadas en COIF",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
PN-L1115,2015,Integrated Health Service Networks Strengthening Program,PN-L1115 - Integrated Health Service Networks Strengthening Program,"+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud
+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud
+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema
+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","Tasa de mortalidad en <5 años en la comarca Ngabe Buglé
Tasa nacional de mortalidad prematura (<70 años) por diabetes mellitus
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Ngabe Buglé
Tasa nacional de mortalidad en <5 años
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wounaan
Prevalencia de desnutrición crónica en niños <5 años en las comarcas Guna Yala y Emberá Wounaan
Razón nacional de mortalidad materna
Razón de mortalidad materna en la comarca Ngabe Buglé","Muertes infantiles
Muertes prematuras
%
Muertes infantiles
%
%
Muertes maternas
Muertes maternas",+Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema,"+Mujeres embarazadas en la comarca Ngabe Buglé que reportan haber comido fruta al menos una vez al día en los últimos siete días
+Mujeres de 20 años y más que se les realiza una toma de muestra de citología cérvico-vaginal anual
+Mujeres embarazadas captadas antes de la semana 13 de gestación
+Mujeres embarazadas que al final del 3er trimestre de gestación hayan completado al menos cuatro controles prenatales en UBA (por lo menos uno (1) en cada trimestre)
+Mujeres embarazadas con 2da dosis o Refuerzo de TT o TD
+Partos atendidos por personal calificado en UBA
+Madres de <6 meses en las comarcas que alimentan a su niño/niña exclusivamente con leche materna
+Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.
+Niños/niñas que al cumplir un año de edad, hayan recibido seis o más controles de crecimiento y desarrollo
+Niños/niñas <1 año con esquema de vacunación completo para su edad.
+Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas
+Niños/niñas de 12-59 meses en las comarcas que recibieron dos dosis de tratamiento antiparasitario en el último año.
+Niños/niñas de 1-4 años que tienen al menos dos CCD realizados en el semestre anterior
+Niños/niñas que al cumplir 2, 3, 4, y 5 años cuenten con esquema de vacunación completo
+Adultos sintomáticos respiratorios con toma de baciloscopía
+Pacientes diabéticos captados que han recibido tratamiento según la norma del MINSA
+Pacientes hipertensos captados que han recibido el tratamiento según la norma del MINSA","+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres
+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres embarazadas
+Porcentaje de partos
+Porcentaje de madres
+Porcentaje de madres
+Porcentaje de niños/niñas
+Porcentaje de niños/niñas
+Porcentaje de madres
+Porcentaje de niños/niñas
+Porcentaje de niños/niñas
+Porcentaje de niños/niñas
+Porcentaje de adultos sintomáticos respiratorios
+Porcentaje de pacientes diabéticos
+Porcentaje de pacientes hipertensos","+Evaluación del Atención Integral a la Niñez en la Comunidad (AIN-C)
+EC, tarjeta de control de citología
+Hoja HCPB; Tarjeta de control prenatal (CPN)
+Hoja HCPB, Tarjeta CPN
+Hoja HCPB, Tarjeta CPN
+Hoja HCPB, Tarjeta CPN
+Encuestas SM2015 y Evaluación AIN-C
+Encuestas SM2015 y Evaluación AIN-C
+Expediente clínico (EC), tarjetas CCD
+EC, tarjeta de vacunación
+Encuestas SM2015 y Evaluación AIN-C
+Fuente: Encuestas SM2015 y Evaluación AIN-C
+EC, tarjetas CCD
+EC, tarjeta de vacunación
+Tarjeta de registro y seguimiento, Expediento C y libro de registro de laboratorio
+Expediente Clínico, Tarjeta de registro y seguimiento
+Expediente Clínico, Tarjeta de registro y seguimiento",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
PN-L1160,2019,,PN-L1160 - NA,"+El objetivo general del Programa es apoyar la inclusión social de las personas con discapacidad (PcD) a través del aumento en la capacidad del Estado para identificarlos y ponderar sus necesidades, así como promover mejoras en la cobertura y calidad de los servicios de salud, educación y de soporte a la autonomía personal que reciben.","Proporción de PcD certificadas a nivel nacional
Proporción de PcD que reciben rehabilitación efectiva en MINSA
Porcentaje de niños con diagnóstico de discapacidad auditiva en MINSA
Ratio de asistencia niños con discapacidad/asistencia niños sin discapacidad","%
%
%
ratio","+Incrementar la eficiencia y eficacia de los sistemas de identificación y certificación de las PcD
+Mejorar la calidad de los servicios educativos disponibles para los estudiantes con discapacidad
+Ampliar la capacidad de diagnóstico y la cobertura de los servicios de rehabilitación a la discapacidad con énfasis en la infancia temprana
+Aumentar la autonomía de las personas con discapacidad de altas necesidades de asistencia","+Proporción de PcD evaluadas bajo par{ametro CIF
+Tiempo promedio de certificación efectiva
+Porcentaje de estudiantes con discapacidad que cuentan con PEI (Plan Educativo Individual) en el sistema educativo público
+Proporción de niños que cuenta con tamizaje auditivo
+Proporción de niños que cuenta con tamizaje visual
+Proporción de niños que cuenta con tamizaje metabólico
+Proporción de PcD atendidos en Centros Reintegra
+Porcentaje de Centros Reintegra que aplica (al menos el 80%) de los estándares de calidad aprobados
+Porcentaje de PcD atendidas con calidad por el modelo comuntiario de rehabilitación y salud
+Porcentaje de instituciones públicas que adoptan el Plan Nacional de Situaciones de Riesgos y Emergencias Humanitarias de aquellas que tienen oficina de equiparación
+Índice de capacidad de toma de decisiones para PcD con altas necesidades de atención del programa Angel Guardián
+Escala breve de Cargo de Cuidadores Familiares de PcD con altas necesidades de atención del programa Angel Guardián","+%
+Meses
+%
+%
+%
+%
+%
+%
+%
+%
+DE de la línea de base
+DE de la línea de base","+Registro Nacional de Certificaciones
+Registro Nacional de Certificaciones
+Diagnostico de la educacion inclusiva
+SIES
+SIES
+SIES
+SIES
+Informe Semestral
+Informe Semestral
+Informe Semestral
+Evaluacion de impacto
+Evaluacion de impacto",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
PN-L1170,2020,Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services,PN-L1170 - Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services,+Contribuir a reducir la mortalidad y la morbilidad causadas por la COVID-19 y mitigar los efectos indirectos de la pandemia sobre la salud.,"Promedio de pacientes hospitalizados por COVID-19 durante la semana previa al reporte
Número de muertes provocadas por COVID 19 evitadas
Número de casos de COVID-19 evitados","Número de pacientes
Número de muertes
Número de casos","+Fortalecer la conducción de la respuesta a nivel del país.
+Mejorar la capacidad de prestación de servicios
+Apoyar intervenciones para interrumpir la cadena de transmisión de la enfermedad
+Mejorar la detección y el seguimiento de los casos","+Porcentaje de actividades en consonancia con las directrices de la OMS ejecutadas como parte del Plan Nacional de Despliegue de la Vacuna.
+Piloto de telesalud en áreas de difícil acceso en ejecución
+Número de personas de sectores vulnerables que reciben la cartera priorizada de prestaciones durante la crisis.
+Plan de implementación de una vacuna contra la COVID 19 fortalecido
+Porcentaje de regiones de salud fortalecidas con suministro de EPP por el programa
+Ejecución de la Estrategia de Comunicación Social en apoyo a la ECV iniciada
+Número de personas de los grupos priorizados vacunadas contra la COVID-19
+Porcentaje de laboratorios públicos de referencia regionales con capacidad de diagnóstico por PCR de COVID 19
+Tasa acumulada de pruebas de detección realizadas
+Porcentaje de informes semanales de avance de la ECV entregados
+Porcentaje de regiones sanitarias que notificaron diariamente el seguimiento a eventos adversos supuestamente atribuible a la vacunación e inmunización (ESAVI) en el último mes","+%
+Número de proyecto piiloto
+# of beneficiaries
+Plan
+%
+Estrategia
+# of beneficiaries
+%
+Pruebas por 100.000 habitantes
+%
+%","+Reportes del Programa Ampliado de Inmunizaciones (PAI)
+Informe Semestral de Progreso
+Informe Semestral de Progreso
+Informe inicial
+Informe Semestral de Progreso
+Informe Semestral de Progreso
+Informe semestral de progreso a partir del Sistema de vigilancia epidemiologica del MINSA
+Reporte del Departamento de Gestión de Laboratorios Clínicos
+Sistema de vigilancia epidemiologica del MINSA
+Publicación en el sitio web oficial del MINSA, minsa.gob.pa
+Sistema de Farmacovigilancia del MINSA",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PR-L1051,2011,,PR-L1051 - NA,"+Mejorar los niveles de desarrollo cognitivo, emocional y físico, de los niños/as menores de 5 años, detectando precozmente trastornos en el desarrollo y facilitando el acceso oportuno a intervenciones para su tratamiento.",Niños/as con rezagos en municipios intervenidos.,% niños y niñas,"+1. Los servicios de prevención, diagnóstico y tratamiento de los servicios de salud, con énfasis en el Desarrollo Infantil Temprano, ampliados.
+2. Los servicios de los centros de desarrollo infantil articulados y fortalecidos.","+1.1 Niños/niñas menores de 5 años atendidos por personal calificado en DIT, bajo el programa de AIEPI.
+1.2 Niños/as menores de 5 años con rezagos identificados por personal calificado bajo el programa de Atención Integral de Enfermedades Prevalentes de la Infancia.
+1.3 Niños/as menores de cinco años con tratamiento en los Servicios de Intervención Temprana.
+1.4 Recién nacidos atendidos por el programa Madre Canguro.
+1.5 Recién nacidos elegibles a quienes se le realizó prueba de tamizaje de hipoacusia
+1.6 Recién nacidos elegibles a quienes se le realizó prueba de tamizaje visual.
+2.1 Número de centros aplicando protocolos con estándares de calidad.
+2.2 Personal de centros infantiles calificados según currículo vigente.","+Tasa de niños/as
+% niños/ñas
+% niños/ñas
+% recién nacidos
+% recién nacidos
+% recién nacidos
+% centros
+% personal","+Registros de sistema de USF. Información administrativa del AIEPI de las USF.
+Registros de sistema de USF. Información administrativa del AIEPI de las USF.
+Información administrativa del AIEPI de las USF Informe de evaluación final del programa.
+Información administrativa hospitales.
+Información administrativa hospitales.
+Información administrativa hospitales.
+Encuesta específica al final de ejecución.
+Encuesta específica al final de ejecución.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
PR-L1167,2017,Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care,PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de Mortalidad neonatal
Razón de mortalidad materna (RMM)
Tasa de mortalidad prematura por enfermedades cerebrovasculares – Mujeres
Tasa de mortalidad prematura por enfermedades cerebrovasculares - Hombres
Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES
Tasa de mortalidad prematura por Diabetes Mellitus

(DM) - Hombres
Tasa de mortalidad por cardiopatía isquémica - Mujeres
Tasa de mortalidad por cardiopatía isquémica - Hombres","/1.000 nacidos vivos
/100.000 nacidos vivos
/100.000 hab
/100.000 hab
/100.000 hab
/100.000 hab
/100.000 hab
/100.000 hab","+Nivel de RS a ser intervenidas (promedio entre Concepción, San Pedro, Caazapá, Alto Paraná)","+Tasa de hospitalización por Diabetes Mellitus y sus complicaciones
+Porcentaje de Hospitalizaciones evitables en mujeres
+Porcentaje de Hospitalizaciones evitables en hombres
+Controles prenatales iniciados antes de la semana veinte de embarazo
+Beneficiarios que reciben servicios de salud
+Mujeres de 25 a 64 años que realizan control de citología cervicovaginal","+/10.000 habitantes
+%
+%
+%
+Personas
+%","+Sistema de Egreso Hospitalarios
+Sistema de Egreso Hospitalarios
+Sistema de Egreso Hospitalarios
+Sistema de Información SAA/ SIG
+MSPBS Dirección de APS Informe Mensual de APS/censo de las USF
+Sistema Experto control de cáncer de cuello uterino e informes mensuales.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
RG-X1192,,,RG-X1192 - NA,"+Componente 1. Estrategia de cambio de comportamiento para mejorar las prácticas de alimentación
+Componente 3. Comunicación, diseminación y aprendizaje
+Componente 2. Evaluación de impacto","NA
NA
NA","NA
NA
NA","+Componente 1. Estrategia de cambio de comportamiento para mejorar las prácticas de alimentación
+Componente 2. Evaluación de impacto
+Componente 3. Comunicación, diseminación y aprendizaje","+Documento final de estrategia de cambio de comportamiento para prevenir la desnutrición crónica y la obesidad aprobado por el Banco
+Encuesta de línea de base finalizada
+Encuesta de evaluación final finalizada
+Documento de Estrategia de Comunicación finalizado
+Logo de proyecto finalizado y aprobado","+NA
+NA
+NA
+NA
+NA","+NA
+NA
+NA
+NA
+NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
