"","Project Number","Baseline Year.x","Baseline Year.y","Operation Name","Long.op.name","objectives","objectives_indicators","outcomes","outcomes_indicators","outcomes_units","outcomes_means","health","malaria","covid","acceso","morbilidad","eficiencia","equidad","calidad_name","calidad_g_objective","calidad_outcome","calidad_outcome_ind","not.a.loan"
"88","NI-L1161",2020,2020,"Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","NI-L1161 - Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","+Objetivo General : Contribuir a reducir la morbilidad y la mortalidad por COVID-19 y a mitigar los demás efectos indirectos de la pandemia sobre la salud de la población nicaragüense con énfasis en los más vulnerables.","Casos de COVID-19 confirmados.
Número de muertes por COVID-19 registradas.","+OBJETIVO ESPECÍFICO 2: Apoyar esfuerzos para la interrupción de la cadena de transmisión de la enfermedad3
+OBJETIVO ESPECÍFICO 1: Mejorar la detección y el seguimiento de los casos
+OBJETIVO ESPECÍFICO 3: Mejorar la capacidad de provisión de servicios","+Personal comunitario capacitado en el uso y disposición final de los EPP.
+Protocolos de vigilancia, guías y lineamientos demanejo y atención de casosde COVID-19 aprobados e implementados.
+Boletines epidemiológicos publicados por semana que incluyan casos de COVID-19.
+Personal de salud asistencial capacitado en la implementación de protocolos, lineamientos y guías de manejo y atención de casos de COVID-19.
+Laboratorios con capacidad de diagnóstico de COVID-19.
+Población al que se le envía mensajes para la prevención y manejo del COVID-19.
+Personal de salud capacitado en el uso y disposición final de los EPP.
+Pacientes con COVID-19 atendidos en UCI de conformidad con el protocolo.
+Personal de establecimientos de salud capacitados para la toma de muestras para COVID-19.
+Pacientes con COVID-19 atendidos en hospitalización general de conformidad con el protocolo del país.
+Unidades de salud que implementan el plan de manejo de desechos hospitalarios según protocolo actualizado.
+Casos sospechosos a quienes se realizó prueba diagnostico (PCR).
+Unidades de salud que implementan el algoritmo de atención de pacientes sospechosos de COVID-19 (72 hospitales y 143 Centros de Salud (C/S)).","+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%
+%","+Informe firma verificadora Informe de la OPS
+Informe firma verificadora
+Boletín publicado en página web oficial del Ministerio de Salud
+Informe firma verificadora Informe de la OPS
+Informe firma verificadora
+Informe firma verificadora
+Informe firma verificadora Informe de la OPS
+Expediente clínico Informe firma verificadora
+Informe firma verificadora y OPS
+Expediente clínico Informe firma verificadora
+Informe firma verificadora
+Registro de laboratorios Informe firma verificadora
+Informe firma verificadora",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"89","PE-L1228",2017,2017,"Program to Create Integrated Health Networks","PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","Porcentaje de hospitalizaciones por condiciones sensibles a la atención primaria–total
Tasa de mortalidad por servicios de salud de baja calidad","+Capacidades de oferta de servicios de salud mejoradas","+Porcentaje de personas de 15 años o más con diagnóstico de diabetes mellitus que recibieron tratamiento en los últimos 12 meses
+Porcentaje de despachos de ambulancia requeridos y no atendidos
+Porcentaje de personas de 15 años o más con diagnóstico de hipertensión que recibieron tratamiento en los últimos 12 meses
+Porcentaje de usuarios de consulta externa que calificaron el tiempo de espera para la atención en el establecimiento de salud con una evaluación de 6 o más (en escala de 1 a 10)
+Porcentaje de usuarios de consulta externa que se sintieron “satisfechos” o “muy satisfechos” con la atención recibida
+Porcentaje de personas que han donado sangre de manera voluntaria
+Porcentaje de personas de 40 a 59 años que se han realizado un chequeo para descartar algún tipo de cáncer en los últimos 24 meses
+Porcentaje de mujeres de 30 a 59 años que se han realizado la prueba de Papanicolaou en los últimos tres años y conocieron su resultado
+Beneficiarios que reciben servicios de salud","+%
+%
+%
+%
+%
+%
+%
+%
+# of beneficiaries","+RESULTA (MEF) - ENDES
+Resgistros Administrativos - SAMU (MINSA)
+RESULTA (MEF) - ENDES
+Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD
+Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD
+PRONAHEBAS (MINSA)
+RESULTA (MEF) - ENDES
+RESULTA (MEF) - ENDES
+RESULTA (MEF) - ENDES E INEI",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"90","PN-L1105",2015,2020,NA,"PN-L1105 - NA","+Contribuir a la reducción de la pobreza y pobreza extrema en el país y aumentar la capacidad del sistema de protección social para promover la acumulación de capital humano
+Disminución de brechas de cobertura y calidad de servicios integrales de primera infancia
+Contribuir a la reducción de la pobreza y pobreza extrema
+Aumentar la capacidad del sistema de proteción social para promover la acumulación del capital humano
+Mejora de la focalización y eficiencia distributiva del gasto social en los PTMC","Incidencia de pobreza extrema
Incidencia de pobreza
Porcentaje de niños en los COIF que tienen puntaje ASQ-3 por debajo de un umbral crítico
Niños en los CAIPI que tienen un desarrollo en resolución de problemas (cognición) no adecuado para su edad, lo que equivale a un puntaje
del ASQ-3 por debajo del umbral crítico para la población de referencia (US)
Incidencia pobreza extrema
Niños en los COIF que tienen puntaje ASQ-3 por debajo de un umbral crítico
Incidencia pobreza general
Incidencia pobreza general
Porcentaje de niños en los COIF que tienen valor z talla para la edad por debajo de un umbral crítico
Niños en los COIF que tienen valor z talla para la edad por debajo de un umbral crítico
Incidencia pobreza extrema","+Aumentar la capacidad del Sistema de Protección Social para promover la acumulación del capital humano
+Contribuir a la reducción de la pobreza y pobreza extrema general
+Mejorar la focalización y eficiencia distributiva del gasto social en los PTMC
+Fortalecer al MIDES en su rol rector y ejecutor de las políticas y programas sociales
+Disminuir las brechas de cobertura y calidad de servicios integrales dirigidos a la primera infancia","+Centros de Atención Integral a la Primera Infancia (CAIPI) que aplica los estándares de calidad aprobados por el MIDES
+Calidad de CAIPI medida por ITERS-R
+Beneficiarios de la RdO que tienen acceso a los servicios de salud y educación
+Beneficiarios de ÁG recertificados
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Beneficiarios de la RdO recertificados
+Beneficiarios de 120 a los 65 recertificados
+Beneficiarios de 120 a los 65 recertificados
+Beneficiarios de ÁG recertificados
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Beneficiarios de la RdO y de 120 a los 65 recertificados
+Direcciones de Inclusión y Desarrollo Social (DIDS) que implementan los ciclos operativos de los PTMC de forma consolidada
+Direcciones regionales del MIDES fortalecidas
+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios de la RdO que no son pobres extremos (filtración)
+Beneficiarios del Programa 120 a los 65 que no son pobres (filtración)
+Beneficiarios de Ángel Guardián (AG) que no son pobres extremos (filtración)
+Pobres extremos en hogares con menores de 18 años incluidos en el programa Red de Oportunidades (RdO) - cobertura
+Beneficiarios de ÁG recertificados
+CAIPI que aplica los estándares de calidad aprobados por el MIDES
+Direcciones regionales del MIDES fortalecidas
+Direcciones de Inclusión y Desarrollo Social (DIDS) que implementan los ciclos operativos de los PTMC de forma consolidada
+CAIPI que aplica los estándares de calidad aprobados por el MIDES","+%
+%
+%
+Beneficiarios
+%
+Beneficiarios
+Beneficiarios
+%
+%
+%
+%
+%
+#
+%
+%
+%
+%
+%
+%
+%
+%
+#
+%
+%
+%
+%","+Datos administrativos del MIDES. Informe de la Dirección de Servicios Sociales.
+Encuestas Independientes aplicadas en COIF
+Datos administrativos del MINSA y del MEDUCA; Reportes SIG; Reportes RUB.
+Reportes del SIG de la RdO y del RUB.
+NA
+Reportes del SIG de la RdO y del RUB.
+Reportes del SIG de la RdO y del RUB.
+NA
+NA
+NA
+A calcular con base en datos de la encuesta de propósitos múltiples (marzo) o mercados laborales (agosto) de INEC.
+A calcular con base en datos de la encuesta de propósitos múltiples (marzo) o mercados laborales (agosto) de INEC.
+Informe semestral de ejecución entregado al BID.
+NA
+NA
+NA
+Encuesta de Propósitos Múltiples (marzo) o Mercados Laborales (agosto) de INEC
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema).
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+INEC: Encuesta de propósitos múltiples (marzo); Encuesta de mercados laborales (Agosto). MEF: Ingreso per-cápita y líneas de pobreza (extrema)
+Informe semestral de ejecución entregado al BID.
+NA
+Informe semestral de ejecucion entregado al BID
+Manual de funcionamiento de la DIDS
+Informe semestral de ejecución entregado al BID.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"91","PN-L1115",2012,2015,"Integrated Health Service Networks Strengthening Program","PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud
+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud
+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema
+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud","Tasa nacional de mortalidad en <5 años
Tasa de mortalidad en <5 años en la comarca Ngabe Buglé
Tasa de mortalidad materna en la comarca Ngabe Buglé
Razón de mortalidad materna en la comarca Ngabe Buglé
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Emberá Wouaan
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Ngabe Buglé
Tasa nacional de mortalidad prematura (<70 años) por diabetes mellitus
Tasa nacional de mortalidad materna
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Ngabe Buglé
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wouaan
Prevalencia de desnutrición crónica en niños <5 años en las comarcas Guna Yala y Emberá Wounaan
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wounaan
Razón nacional de mortalidad materna","+Contribuir al mejoramiento de las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","+Pacientes diabéticos captados que han recibido tratamiento según la norma del MINSA
+Adultos sintomáticos respiratorios con toma de baciloscopía
+Madres en la comarcas que dieron a sus niños/niñas <59 meses Sales de Rehidratación Oral y zinc en el último episodio de diarrea en las últimas dos semanas
+Niños/niñas que al cumplir 2, 3, 4, y 5 años cuenten con esquema de vacunación completo
+Niños/niñas de 12-59 meses en las comarcas que recibieron dos dosis de tratamiento antiparasitario en el último año.
+Pacientes hipertensos captados que han recibido el tratamiento según la norma del MINSA
+Niños/niñas <1 año con esquema de vacunación completo para su edad.
+Niños/niñas de 1-4 años que tienen al menos dos CCD realizados en el semestre anterior
+Madres en las comarcas que reportan haber iniciado la alimentación complementaria cuando sus niños/niñas cumplieron 6 meses.
+Niños/niñas que al cumplir un año de edad, hayan recibido seis o más controles de crecimiento y desarrollo
+Mujeres embarazadas que al final del 3er trimestre de gestación hayan completado al menos cuatro controles prenatales en UBA (por lo menos uno (1) en cada trimestre)
+Mujeres embarazadas captadas antes de la semana 13 de gestación
+Mujeres embarazadas en la comarca Ngabe Buglé que reportan haber comido fruta al menos una vez al día en los últimos siete días
+Partos atendidos por personal calificado en UBA
+Madres de <6 meses en las comarcas que alimentan a su niño/niña exclusivamente con leche materna
+Mujeres embarazadas con 2da dosis o Refuerzo de TT o TD
+Mujeres de 20 años y más que se les realiza una toma de muestra de citología cérvico-vaginal anual","+Porcentaje de pacientes diabéticos
+Porcentaje de adultos sintomáticos respiratorios
+Porcentaje de madres
+Porcentaje de niños/niñas
+Porcentaje de niños/niñas
+Porcentaje de pacientes hipertensos
+Porcentaje de niños/niñas
+Porcentaje de niños/niñas
+Porcentaje de madres
+Porcentaje de niños/niñas
+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres embarazadas
+Porcentaje de partos
+Porcentaje de madres
+Porcentaje de mujeres embarazadas
+Porcentaje de mujeres","+Expediente Clínico, Tarjeta de registro y seguimiento
+Tarjeta de registro y seguimiento, Expediento C y libro de registro de laboratorio
+Encuestas SM2015 y Evaluación AIN-C
+EC, tarjeta de vacunación
+Fuente: Encuestas SM2015 y Evaluación AIN-C
+Expediente Clínico, Tarjeta de registro y seguimiento
+EC, tarjeta de vacunación
+EC, tarjetas CCD
+Encuestas SM2015 y Evaluación AIN-C
+Expediente clínico (EC), tarjetas CCD
+Hoja HCPB, Tarjeta CPN
+Hoja HCPB; Tarjeta de control prenatal (CPN)
+Evaluación del Atención Integral a la Niñez en la Comunidad (AIN-C)
+Hoja HCPB, Tarjeta CPN
+Encuestas SM2015 y Evaluación AIN-C
+Hoja HCPB, Tarjeta CPN
+EC, tarjeta de control de citología",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"92","PN-L1160",2017,2019,NA,"PN-L1160 - NA","+El objetivo general del Programa es apoyar la inclusión social de las personas con discapacidad (PcD) a través del aumento en la capacidad del Estado para identificarlos y ponderar sus necesidades, así como promover mejoras en la cobertura y calidad de los servicios de salud, educación y de soporte a la autonomía personal que reciben.","Ratio de asistencia niños con discapacidad/asistencia niños sin discapacidad
Proporción de PcD certificadas a nivel nacional
Proporción de PcD que reciben rehabilitación efectiva en MINSA
Porcentaje de niños con diagnóstico de discapacidad auditiva en MINSA","+Aumentar la autonomía de las personas con discapacidad de altas necesidades de asistencia
+Incrementar la eficiencia y eficacia de los sistemas de identificación y certificación de las PcD
+Mejorar la calidad de los servicios educativos disponibles para los estudiantes con discapacidad
+Ampliar la capacidad de diagnóstico y la cobertura de los servicios de rehabilitación a la discapacidad con énfasis en la infancia temprana","+Escala breve de Cargo de Cuidadores Familiares de PcD con altas necesidades de atención del programa Angel Guardián
+Proporción de PcD evaluadas bajo par{ametro CIF
+Tiempo promedio de certificación efectiva
+Porcentaje de estudiantes con discapacidad que cuentan con PEI (Plan Educativo Individual) en el sistema educativo público
+Proporción de niños que cuenta con tamizaje auditivo
+Proporción de niños que cuenta con tamizaje visual
+Proporción de niños que cuenta con tamizaje metabólico
+Proporción de PcD atendidos en Centros Reintegra
+Porcentaje de instituciones públicas que adoptan el Plan Nacional de Situaciones de Riesgos y Emergencias Humanitarias de aquellas que tienen oficina de equiparación
+Porcentaje de Centros Reintegra que aplica (al menos el 80%) de los estándares de calidad aprobados
+Porcentaje de PcD atendidas con calidad por el modelo comuntiario de rehabilitación y salud
+Índice de capacidad de toma de decisiones para PcD con altas necesidades de atención del programa Angel Guardián","+DE de la línea de base
+%
+Meses
+%
+%
+%
+%
+%
+%
+%
+%
+DE de la línea de base","+Evaluacion de impacto
+Registro Nacional de Certificaciones
+Registro Nacional de Certificaciones
+Diagnostico de la educacion inclusiva
+SIES
+SIES
+SIES
+SIES
+Informe Semestral
+Informe Semestral
+Informe Semestral
+Evaluacion de impacto",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"93","PN-L1170",2020,2020,"Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services","PN-L1170 - Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services","+Contribuir a reducir la mortalidad y la morbilidad causadas por la COVID-19 y mitigar los efectos indirectos de la pandemia sobre la salud.","Número de muertes provocadas por COVID 19 evitadas
Número de casos de COVID-19 evitados
Promedio de pacientes hospitalizados por COVID-19 durante la semana previa al reporte","+Apoyar intervenciones para interrumpir la cadena de transmisión de la enfermedad
+Mejorar la capacidad de prestación de servicios
+Mejorar la detección y el seguimiento de los casos
+Fortalecer la conducción de la respuesta a nivel del país.","+Porcentaje de regiones de salud fortalecidas con suministro de EPP por el programa
+Ejecución de la Estrategia de Comunicación Social en apoyo a la ECV iniciada
+Número de personas de los grupos priorizados vacunadas contra la COVID-19
+Número de personas de sectores vulnerables que reciben la cartera priorizada de prestaciones durante la crisis.
+Porcentaje de laboratorios públicos de referencia regionales con capacidad de diagnóstico por PCR de COVID 19
+Piloto de telesalud en áreas de difícil acceso en ejecución
+Porcentaje de informes semanales de avance de la ECV entregados
+Plan de implementación de una vacuna contra la COVID 19 fortalecido
+Porcentaje de actividades en consonancia con las directrices de la OMS ejecutadas como parte del Plan Nacional de Despliegue de la Vacuna.
+Tasa acumulada de pruebas de detección realizadas
+Porcentaje de regiones sanitarias que notificaron diariamente el seguimiento a eventos adversos supuestamente atribuible a la vacunación e inmunización (ESAVI) en el último mes","+%
+Estrategia
+# of beneficiaries
+# of beneficiaries
+%
+Número de proyecto piiloto
+%
+Plan
+%
+Pruebas por 100.000 habitantes
+%","+Informe Semestral de Progreso
+Informe Semestral de Progreso
+Informe semestral de progreso a partir del Sistema de vigilancia epidemiologica del MINSA
+Informe Semestral de Progreso
+Reporte del Departamento de Gestión de Laboratorios Clínicos
+Informe Semestral de Progreso
+Publicación en el sitio web oficial del MINSA, minsa.gob.pa
+Informe inicial
+Reportes del Programa Ampliado de Inmunizaciones (PAI)
+Sistema de vigilancia epidemiologica del MINSA
+Sistema de Farmacovigilancia del MINSA",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","PN-L1177",2022,2022,NA,"PN-L1177 - NA","+Reducir el nivel de vulnerabilidad social de la población panameña","Brecha de ingresos per cápita promedio de hogares de jefatura femenina beneficiarios de la RdO que reciben el paquete de inclusión productiva e ingresos per cápita promedio de hogares de jefatura masculina en los mismos distritos
Calidad del ambiente del hogar en hogares beneficiarios de Cuidarte (con respecto a hogares en el grupo de control) con base al puntaje de Indicadores de Cuidado Familiar (Family Care Indicators, FCI)","+Mejorar la cobertura y calidad de los servicios de DIT
+Aumentar la inclusión social y productiva de mujeres rurales e indígenas
+Fortalecer la cobertura del RENAB
+Contribuir a la expansión de un sistema integral de cuidados","+Porcentaje de CAIPI que ofrece servicios de calidad alta (cumple al menos el 80% de los estándares de calidad aprobados por el MIDES)
+Porcentaje de mujeres beneficiarias de la RdO que cuenta con servicios de acompañamiento familiar
+Porcentaje de la población de Panamá que está registrada en el RSU
+Porcentaje de la población registrada en el RSU que cuenta con una caracterización socioeconómica actualizada
+Porcentaje de la población registrada en el RSU que cuenta con una clasificación de vulnerabilidad al cambio climático
+Porcentaje de mujeres beneficiarias de la RdO de distritos priorizados en hogares con niños en pobreza extrema que reciben paquete de inclusión productiva
+Porcentaje de niños menores de 4 años que recibe servicios de atención integral ofrecidos por el MIDES en su modalidad institucional y comunitaria
+Porcentaje de personas mayores del corregimiento de Juan Díaz que cuenta con una evaluación de su dependencia funcional
+Porcentaje de personas mayores en situación de dependencia del corregimiento de Juan Díaz que recibe servicios de cuidado en el contexto del piloto.","+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje
+Porcentaje","+Informe de DISPROS
+Registros administrativos DIDS y RSU
+Base de datos del RSU
+Base de datos del RSU
+Base de datos del RSU
+Registros administrativos DIDS y EML
+Datos administrativos de DISPROS; Censo Nacional
+Informe de Dirección de Políticas Sociales
+Informe de Dirección de Políticas Sociales",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"95","PR-L1051",2011,2011,NA,"PR-L1051 - NA","+Mejorar los niveles de desarrollo cognitivo, emocional y físico, de los niños/as menores de 5 años, detectando precozmente trastornos en el desarrollo y facilitando el acceso oportuno a intervenciones para su tratamiento.","Niños/as con rezagos en municipios intervenidos.","+2. Los servicios de los centros de desarrollo infantil articulados y fortalecidos.
+3. Capacidades institucionales para la implementación de los programas de Desarrollo Infantil Temprano, fortalecidas
+1. Los servicios de prevención, diagnóstico y tratamiento de los servicios de salud, con énfasis en el Desarrollo Infantil Temprano, ampliados.","+2.2 Personal de centros infantiles calificados según currículo vigente.
+3.1 Personal de centros infantiles calificados según currículo vigente.
+2.2 Normativas estandarizadas aprobadas por el MEC, SNNA y MSPBS
+1.1 Niños/niñas menores de 5 años atendidos por personal calificado en DIT, bajo el programa de AIEPI.
+1.2 Niños/as menores de 5 años con rezagos identificados por personal calificado bajo el programa de Atención Integral de Enfermedades Prevalentes de la Infancia.
+1.4 Recién nacidos atendidos por el programa Madre Canguro.
+1.3 Niños/as menores de cinco años con tratamiento en los Servicios de Intervención Temprana.
+2.1 Número de centros aplicando protocolos con estándares de calidad.
+1.5 Recién nacidos elegibles a quienes se le realizó prueba de tamizaje de hipoacusia
+1.6 Recién nacidos elegibles a quienes se le realizó prueba de tamizaje visual.","+% personal
+% personal
+# normas
+Tasa de niños/as
+% niños/ñas
+% recién nacidos
+% niños/ñas
+% centros
+% recién nacidos
+% recién nacidos","+Encuesta específica al final de ejecución.
+Encuesta específica al final de ejecución.
+Evaluación final del programa
+Registros de sistema de USF. Información administrativa del AIEPI de las USF.
+Registros de sistema de USF. Información administrativa del AIEPI de las USF.
+Información administrativa hospitales.
+Información administrativa del AIEPI de las USF Informe de evaluación final del programa.
+Encuesta específica al final de ejecución.
+Información administrativa hospitales.
+Información administrativa hospitales.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"96","PR-L1167",2017,2017,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad por cardiopatía isquémica - Hombres
Tasa de mortalidad prematura por Diabetes Mellitus
(DM) - Hombres
Tasa de Mortalidad neonatal
Tasa de mortalidad prematura por enfermedades cerebrovasculares – Mujeres
Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES
Tasa de mortalidad por cardiopatía isquémica - Mujeres
Tasa de mortalidad prematura por enfermedades cerebrovasculares - Hombres
Razón de mortalidad materna (RMM)","+Nivel de RS a ser intervenidas (promedio entre Concepción, San Pedro, Caazapá, Alto Paraná)","+Controles prenatales iniciados antes de la semana veinte de embarazo
+Beneficiarios que reciben servicios de salud
+Tasa de hospitalización por Diabetes Mellitus y sus complicaciones
+Porcentaje de Hospitalizaciones evitables en hombres
+Porcentaje de Hospitalizaciones evitables en mujeres
+Mujeres de 25 a 64 años que realizan control de citología cervicovaginal
+Beneficiarios que reciben servicios de salud","+%
+# of beneficiaries
+/10.000 habitantes
+%
+%
+%
+Personas","+Sistema de Información SAA/ SIG
+MSPBS Dirección de APS Informe Mensual de APS/censo de las USF
+Sistema de Egreso Hospitalarios
+Sistema de Egreso Hospitalarios
+Sistema de Egreso Hospitalarios
+Sistema Experto control de cáncer de cuello uterino e informes mensuales.
+MSPBS Dirección de APS Informe Mensual de APS/censo de las USF",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"97","PR-L1190",2020,2023,"Strengthening of the San Estanislao Hospital Services Network","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Años de vida ajustados por discapacidad (AVADs) evitados
Número de muertes maternas directas en hospitales del DSP en los últimos tres años
Riesgo de muerte prematura por diabetes (Masculino)
Riesgo de muerte prematura por diabetes (Femenino)
Riesgo de muerte prematura por diabetes (Total)","+Aumentar la capacidad resolutiva de la oferta de servicios de salud de segundo y tercer nivel (cobertura/acceso)
+Incrementar la eficiencia y calidad de los procesos asistenciales","+Cirugías realizadas
+Porcentaje de personas que han sufrido violencia de pareja o violencia sexual y de género, PCD, e PI, atendidos de acuerdo con el protocolo
+Densidad de camas hospitalarias
+Tele diagnósticos
+Ocupación de camas
+Personal enfermería por cama
+Porcentaje de partos con complicaciones obstétricas atendidos que cumplen los protocolos
+Hospitales construidos que cumplen con criterios de accesibilidad para PCD
+Tasa de tratamiento de diabetes
+Egresos de UTI
+Beneficiarios que reciben servicios de salud
+Porcentaje de expedientes tramitados en el HIS","+#
+%
+Por 1.000 personas
+#
+# of beneficiaries
+Personal/ cama
+%
+#
+%
+#
+# of beneficiaries
+%","+Informe de la DGIES
+Revisión expedientes médicos
+Informe de la DGIES
+Informe Dirección de Telemedicina
+Datos admin. de hospitales
+Datos admin. de hospitales
+Revisión expedientes médicos
+Cuaderno de obra
+Revisión expedientes médicos
+Informe de la DGIES
+NA
+Datos HIS, consultas, y egresos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"98","RG-X1192",NA,NA,NA,"RG-X1192 - NA","+Componente 1. Estrategia de cambio de comportamiento para mejorar las prácticas de alimentación
+Componente 2. Evaluación de impacto
+Componente 3. Comunicación, diseminación y aprendizaje","NA
NA
NA","+Componente 3. Comunicación, diseminación y aprendizaje
+Componente 2. Evaluación de impacto
+Componente 1. Estrategia de cambio de comportamiento para mejorar las prácticas de alimentación","+Documento de Estrategia de Comunicación finalizado
+Logo de proyecto finalizado y aprobado
+Encuesta de evaluación final finalizada
+Documento final de estrategia de cambio de comportamiento para prevenir la desnutrición crónica y la obesidad aprobado por el Banco
+Encuesta de línea de base finalizada","+NA
+NA
+NA
+NA
+NA","+NA
+NA
+NA
+NA
+NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"99","SU-L1054",2017,2017,"Health Services Improvement Project","SU-L1054 - Health Services Improvement Project","+Reduction of burden of disease in Suriname","Autochtonous malaria cases
Ambulatory care sensitive conditions hospitalizations due to diabetes","+Effectiveness of health sector enhanced to address priority epidemiological challenges
+Access to priority CD preventive services for targeted population increased","+Diabetic patients adhering to treatment according to national clinical guidelines
+TropClinic patients eligible for testing being tested for HIV
+Diabetic patients referred from primary health care centers to CCM centers.
+Diabetic patients who complete the education module
+Diabetic patients with scheduled screening appointments who attend three appointments
+Percent of MOH civil servants who score four or above in the working environment survey Index
+CCM centers providing care for diabetes patients according to national CCM guidelines
+Diabetic patients who reach target Hb1Ac according to national guidelines
+Percent of MOH users accessing Suriname Dashboard system to use data for decision making
+Persons from target population who score optimal malaria knowledge in KAP survey
+TropClinic patients tested for HIV receiving counseling
+National dialysis/cancer registries reporting quarterly core disease data to MOH
+Persons from target population who report use of bed nets on the previous night in KAP survey
+Quarterly Dashboard reports produced","+Diabetic patients attending CCM per year
+patrients
+Diabetic patients attending CCM
+Diabetic patients attending CCM per year
+Diabetic patients attending CCM per year
+%
+CCM Centers
+Diabetic patients attending CCM
+users
+% of persons
+Patients
+registries
+% of persons
+reports","+CCM EHR clinical module
+TropClinic Register
+Data from CCM EHR referrals module
+CCM EHR education module
+CCM EHR appointments module
+Working environment survey report
+CCM evaluation report
+CCM EHR clinical module
+National level dashboard system
+KAP study report
+TropClinic Register
+Core data reports from registries
+KAP study report
+National level dashboard system",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
