"","project_number","outcomes","Country Name","Baseline Year","Long.op.name","objectives","Objective","outcomes_indicators","outcomes_units","outcomes_means","health","malaria","covid","outcomes_revised","old_outcome","verbs","direct_object","indirect_object"
"428","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Hombres diagnosticados con Diabetes tipo II en tratamiento según protocolo nacional en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"429","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Hombres diagnosticados con hipertensión arterial en tratamiento según protocolo nacional en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"430","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Hombres diagnosticados con hipertensión arterial en tratamiento según protocolo nacional en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"431","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de menores de 15 meses con esquema de vacunación completo según protocolo nacional en las cinco regiones del Proyecto, aumentado","Porcentaje","Reportes Sistema de Gestión Clinica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"432","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de menores de 15 meses con esquema de vacunación completo según protocolo nacional en las cinco regiones del Proyecto, aumentado","Porcentaje","Reportes Sistema de Gestión Clinica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"433","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Mujeres diagnosticadas con hipertensión arterial en tratamiento según protocolo nacional en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"434","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Mujeres diagnosticadas con hipertensión arterial en tratamiento según protocolo nacional en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"435","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de población SIUBEN I y II con carnets de afiliación al régimen subsidiado en las cinco regiones del proyecto, aumentado","Porcentaje","Informes de empresa encargada de elaboración y entrega de carnets / reportes de auditorías concurrentes",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"436","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de población SIUBEN I y II con carnets de afiliación al régimen subsidiado en las cinco regiones del proyecto, aumentado","Porcentaje","Informes de empresa encargada de elaboración y entrega de carnets / reportes de auditorías concurrentes",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"437","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Mujeres mayores de 18 años con tamizaje para diabetes según protocolo nacional (screening diabetes) en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"438","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Mujeres mayores de 18 años con tamizaje para diabetes según protocolo nacional (screening diabetes) en las cinco regiones del proyecto, aumentado","Porcentaje","Reportes Sistema Gestión Clínica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"439","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de niños mayores de 15 meses y menores de 24 meses con esquema de vacunación completo según protocolo nacional en las cinco regiones del Proyecto, aumentado","Porcentaje","Reportes Sistema de Gestión Clinica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"mediante la expansión del FBR con especial énfasis en el primer nivel de atención",0,"expandir","FBR","primer nivel"
"440","DR-L1067","Mejorar la asignación del gasto en salud mediante la expansión del FBR, con especial énfasis en el primer nivel de atención","Dominican Republic",2013,"DR-L1067 - Strengthening of the Management for Results of the Sector Health in Dominican Re","+Acceso de la población pobre a los servicios de salud mejorado y morbi-mortalidad materna e infantil disminuida","The overall project objective is to increase the efficiency and effectiveness of health spending allocated to the most vulnerable population of RD. The specific objectives are: (i) to improve the allocation of health spending by expanding the results-based financing, with special emphasis on primary care; (ii) contribute to decreased maternal morbidity and infant mortality by expanding strategy management improvements in health services in secondary and tertiary levels; y (iii) support the Ministry of Health in conducting sector through institutional strengthening and development of monitoring and evaluation tools for decision-making.","Porcentaje de niños mayores de 15 meses y menores de 24 meses con esquema de vacunación completo según protocolo nacional en las cinco regiones del Proyecto, aumentado","Porcentaje","Reportes Sistema de Gestión Clinica Primer Nivel (SGC)",TRUE,FALSE,FALSE,"Mejorar la asignación del gasto en salud",0,"mejorar","asignación","gasto"
"441","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Mujeres puérperas referidas del hospital a su unidad de atención primaria correspondiente con la documentación adecuada incluida en los archivos clínicos del centro de salud en las región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"442","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2014,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Prestaciones capitadas del Seguro Nacional de Salud (SENASA) pagadas contra resultados","%","Reportes de auditoria.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"443","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2014,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Intervenciones ambulatorias en los SRS que ocurre en el primer nivel de atención","%","Sistema de Gestión Clínica y formulario 67A del Ministerio de Salud.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"444","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Niños mayores de 15 meses y menores de 24 meses con esquema de vacunación completo según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"445","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Individuos sintomáticos respiratorios captados con resultados de baciloscopia documentado en centro de primer nivel en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"446","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Niños menores de 24 meses con controles de desarrollo y crecimiento completo según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"447","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Mujeres embarazadas con evaluación de riesgo del embarazo realizada antes de la semana 15 de embarazo en la región “0” de Salud, aumentada","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"448","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Diagnosticados con hipertensión arterial en tratamiento según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"449","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Personas mayores de 18 años con tamizaje para diabetes según protocolo nacional (screening diabetes) en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"450","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Menores de 15 meses con esquema de vacunación completo según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"451","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Mayores de 18 años tamizados para hipertensión arterial según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"452","DR-L1069","Incrementar la eficiencia y la efectividad del gasto en salud","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Diagnosticados con diabetes tipo II en tratamiento según protocolo nacional en la Región 0 del Proyecto, aumentado","%","Sistema de Gestión Clínica.",TRUE,FALSE,FALSE,"Incrementar la eficiencia y la efectividad del gasto en salud",1,"incrementar","eficiencia y efectividad","gasto"
"453","DR-L1069","Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable","Dominican Republic",2014,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Consultas de las 10 patologías de mayor prevalencia realizadas en base a protocolos clínicos en el primer nivel de atención","%","Reportes de auditoria.",TRUE,FALSE,FALSE,"Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable",1,"mejorar","calidad","vulnerables"
"454","DR-L1069","Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Número de Servicios Regionales de Salud (SRS) con sus establecimientos de salud funcionando de acuerdo al nuevo modelo organizativo de redes de servicios","SRS","Informe sobre funcionamiento e implementación del modelo organizativo de las redes de servicios de los SRS, del Servicio Nacional de Salud",TRUE,FALSE,FALSE,"Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable",1,"mejorar","calidad","vulnerables"
"455","DR-L1069","Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Establecimientos con autorización sanitaria vigente","%","Sistemas de información de la DIGEMAPS.",TRUE,FALSE,FALSE,"Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable",1,"mejorar","calidad","vulnerables"
"456","DR-L1069","Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable","Dominican Republic",2015,"DR-L1069 - Program to Support Strengthening of Health Sector Management","+Mejorar la cobertura, la calidad y el acceso de los servicios de salud para la población más vulnerable de República Dominicana (RD).","The objective of this operation is to improve the efficiency and effectiveness of public health spending aimed at the most vulnerable population of the Dominican Republic, ensuring continued access to quality services, catered to the epidemiological profile of the population, in all levels of care (primary, secondary and tertiary).","Tiempo de respuesta de los servicios requeridos por los usuarios de la Dirección General de Medicamentos, Alimentos y Productos Sanitarios (DIGEMAPS)","dias","Sistemas de información de la DIGEMAPS",TRUE,FALSE,FALSE,"Mejorar la calidad de los servicios de salud destinados a la poblacion más vulnerable",1,"mejorar","calidad","vulnerables"
"457","ES-L1095","Accesibilidad y abastecimiento de los servicios hospitalarios","El Salvador",2017,"ES-L1095 - Integrated Health Program II","+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.","Partos extra hospitalarios en municipios de la Zona Norte DSS","Porcentaje","Sistema de Información de Morbi-Mortalidad (SIMMOW)",TRUE,FALSE,FALSE,"Accesibilidad y abastecimiento de los servicios hospitalarios",1,NA,"accesibilidad y abastecimiento","servicios"
"458","ES-L1095","Accesibilidad y abastecimiento de los servicios hospitalarios","El Salvador",2017,"ES-L1095 - Integrated Health Program II","+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.","Accesibilidad física (distancia) promedio desde los municipios de la zona norte DSS el área de influencia al Hospital Zona Norte (HZN)","km","Google maps",TRUE,FALSE,FALSE,"Accesibilidad y abastecimiento de los servicios hospitalarios",1,NA,"accesibilidad y abastecimiento","servicios"
"459","ES-L1095","Accesibilidad y abastecimiento de los servicios hospitalarios","El Salvador",2017,"ES-L1095 - Integrated Health Program II","+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.","Disponibilidad promedio de medicamentos del cuadro básico en hospitales del proyecto (Zona Norte)","Porcentaje","Informe de Direccion de Hospitales",TRUE,FALSE,FALSE,"Accesibilidad y abastecimiento de los servicios hospitalarios",1,NA,"accesibilidad y abastecimiento","servicios"
"460","ES-L1095","Accesibilidad y abastecimiento de los servicios hospitalarios","El Salvador",2017,"ES-L1095 - Integrated Health Program II","+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.","Disponibilidad promedio de medicamentos del cuadro básico en hospitales del proyecto (Hospital Nacional Rosales)","Porcentaje","Sistema Nacional de Abastecimiento (SINAB)",TRUE,FALSE,FALSE,"Accesibilidad y abastecimiento de los servicios hospitalarios",1,NA,"accesibilidad y abastecimiento","servicios"
"461","ES-L1095","Cobertura y oportunidad de acciones en el primer nivel","El Salvador",2017,"ES-L1095 - Integrated Health Program II","+Mejora de la salud de la población a través del fortalecimiento de la provisión de servicios de salud en todos los niveles de atención de la red y mejora de la eficiencia de la gestión de la red pública","To improve the population¿s health by strengthening health care service delivery at all network levels of care, and to improve the operational efficiency of the public system.","Porcentaje de niños menores de un año que fueron inscritos en el sistema de salud en los primeros siete días de nacido, en los 7 municipios priorizados","Porcentaje","Sistema de Información de Morbi-Mortalidad (SIMMOW)",TRUE,FALSE,FALSE,"Cobertura y oportunidad de acciones en el primer nivel",1,NA,"cobertura y oportunidad","primer nivel"
